Time,Predicted pooled reads,Skew,Incidence (pop),Prevalence (pop),S (pop),I (pop),R (pop),S (sample),I (sample),R (sample),Sim no
90.0,0.1,1.2518,1.6666666666666666E-4,0.028833333333333332,198,865,28937,0,0,50,91
90.0,0.06,0.8348,1.6666666666666666E-4,0.028833333333333332,198,865,28937,0,1,49,92
90.0,0.06,1.6139,1.6666666666666666E-4,0.028833333333333332,198,865,28937,0,2,48,93
90.0,0.02,0.5096,1.6666666666666666E-4,0.028833333333333332,198,865,28937,0,3,47,94
90.0,0.04,0.9421,1.6666666666666666E-4,0.028833333333333332,198,865,28937,1,1,48,95
90.0,0.02,0.6521,1.6666666666666666E-4,0.028833333333333332,198,865,28937,0,0,50,96
90.0,0.02,1.4115,1.6666666666666666E-4,0.028833333333333332,198,865,28937,1,1,48,97
90.0,0.04,1.1853,1.6666666666666666E-4,0.028833333333333332,198,865,28937,1,1,48,98
90.0,0.06,1.2193,1.6666666666666666E-4,0.028833333333333332,198,865,28937,0,1,49,99
90.0,5.14,-3.1253,1.6666666666666666E-4,0.028833333333333332,198,865,28937,1,3,46,100
120.0,0.06,1.163,0.0,0.0032,173,96,29731,0,0,50,1
120.0,0.06,0.782,0.0,0.0032,173,96,29731,0,1,49,2
120.0,0.02,0.7294,0.0,0.0032,173,96,29731,0,0,50,3
120.0,0.04,0.4559,0.0,0.0032,173,96,29731,1,0,49,4
120.0,0.06,0.7064,0.0,0.0032,173,96,29731,2,0,48,5
120.0,0.02,1.7927,0.0,0.0032,173,96,29731,0,0,50,6
120.0,0.08,0.5015,0.0,0.0032,173,96,29731,0,0,50,7
120.0,0.04,2.6268,0.0,0.0032,173,96,29731,0,0,50,8
120.0,0.06,1.9287,0.0,0.0032,173,96,29731,0,0,50,9
120.0,0.02,0.3014,0.0,0.0032,173,96,29731,0,0,50,10
120.0,0.08,0.3602,0.0,0.0032,173,96,29731,0,0,50,11
120.0,0.06,1.1946,0.0,0.0032,173,96,29731,0,0,50,12
120.0,0.08,0.7979,0.0,0.0032,173,96,29731,0,0,50,13
120.0,0.04,0.8705,0.0,0.0032,173,96,29731,1,0,49,14
120.0,0.02,0.8215,0.0,0.0032,173,96,29731,1,0,49,15
120.0,0.06,0.3486,0.0,0.0032,173,96,29731,0,0,50,16
120.0,0.04,0.4982,0.0,0.0032,173,96,29731,2,0,48,17
120.0,0.04,0.6807,0.0,0.0032,173,96,29731,0,2,48,18
120.0,0.04,1.3365,0.0,0.0032,173,96,29731,0,0,50,19
120.0,0.06,1.0833,0.0,0.0032,173,96,29731,0,1,49,20
120.0,0.04,2.2212,0.0,0.0032,173,96,29731,0,1,49,21
120.0,0.06,1.1912,0.0,0.0032,173,96,29731,1,0,49,22
120.0,0.02,1.4017,0.0,0.0032,173,96,29731,0,0,50,23
120.0,0.08,0.5933,0.0,0.0032,173,96,29731,0,0,50,24
120.0,0.04,1.0133,0.0,0.0032,173,96,29731,0,0,50,25
120.0,0.06,0.6277,0.0,0.0032,173,96,29731,0,0,50,26
120.0,0.02,1.0296,0.0,0.0032,173,96,29731,0,0,50,27
120.0,0.06,0.0292,0.0,0.0032,173,96,29731,0,0,50,28
120.0,0.04,0.9412,0.0,0.0032,173,96,29731,0,0,50,29
120.0,0.08,1.2992,0.0,0.0032,173,96,29731,1,0,49,30
120.0,0.04,0.9709,0.0,0.0032,173,96,29731,0,0,50,31
120.0,0.08,0.7568,0.0,0.0032,173,96,29731,0,0,50,32
120.0,0.04,1.8719,0.0,0.0032,173,96,29731,0,0,50,33
120.0,0.06,1.7395,0.0,0.0032,173,96,29731,1,0,49,34
120.0,0.06,1.0495,0.0,0.0032,173,96,29731,0,0,50,35
120.0,0.04,0.441,0.0,0.0032,173,96,29731,1,1,48,36
120.0,0.1,0.6117,0.0,0.0032,173,96,29731,0,0,50,37
120.0,0.02,1.6008,0.0,0.0032,173,96,29731,0,1,49,38
120.0,0.06,1.0301,0.0,0.0032,173,96,29731,2,0,48,39
120.0,0.02,1.0155,0.0,0.0032,173,96,29731,0,0,50,40
120.0,0.02,2.4128,0.0,0.0032,173,96,29731,0,0,50,41
120.0,0.06,0.978,0.0,0.0032,173,96,29731,0,0,50,42
120.0,0.12,0.3568,0.0,0.0032,173,96,29731,0,0,50,43
120.0,0.06,0.9954,0.0,0.0032,173,96,29731,0,0,50,44
120.0,0.02,0.3623,0.0,0.0032,173,96,29731,1,0,49,45
120.0,0.08,1.6812,0.0,0.0032,173,96,29731,0,0,50,46
120.0,0.0,0.955,0.0,0.0032,173,96,29731,2,0,48,47
120.0,0.02,0.8353,0.0,0.0032,173,96,29731,0,0,50,48
120.0,0.06,0.6941,0.0,0.0032,173,96,29731,0,0,50,49
120.0,0.0,1.4006,0.0,0.0032,173,96,29731,1,0,49,50
120.0,0.02,0.7147,0.0,0.0032,173,96,29731,0,0,50,51
120.0,0.06,1.3126,0.0,0.0032,173,96,29731,1,0,49,52
120.0,0.04,1.2985,0.0,0.0032,173,96,29731,0,0,50,53
120.0,0.08,1.0069,0.0,0.0032,173,96,29731,1,0,49,54
120.0,0.04,0.7973,0.0,0.0032,173,96,29731,1,0,49,55
120.0,0.04,0.8651,0.0,0.0032,173,96,29731,0,0,50,56
120.0,0.06,1.0113,0.0,0.0032,173,96,29731,0,0,50,57
120.0,0.04,2.7641,0.0,0.0032,173,96,29731,0,0,50,58
120.0,0.02,1.6369,0.0,0.0032,173,96,29731,0,0,50,59
120.0,0.0,1.5145,0.0,0.0032,173,96,29731,1,0,49,60
120.0,0.06,0.4726,0.0,0.0032,173,96,29731,0,0,50,61
120.0,0.08,0.8561,0.0,0.0032,173,96,29731,1,0,49,62
120.0,0.0,0.2238,0.0,0.0032,173,96,29731,0,0,50,63
120.0,0.04,0.7836,0.0,0.0032,173,96,29731,0,0,50,64
120.0,0.12,1.3386,0.0,0.0032,173,96,29731,1,0,49,65
120.0,0.02,0.7597,0.0,0.0032,173,96,29731,2,0,48,66
120.0,0.06,0.8951,0.0,0.0032,173,96,29731,0,0,50,67
120.0,0.0,1.391,0.0,0.0032,173,96,29731,0,1,49,68
120.0,0.1,0.2505,0.0,0.0032,173,96,29731,0,0,50,69
120.0,0.06,1.0285,0.0,0.0032,173,96,29731,0,0,50,70
120.0,0.02,0.5222,0.0,0.0032,173,96,29731,0,0,50,71
120.0,0.08,1.4109,0.0,0.0032,173,96,29731,0,0,50,72
120.0,0.08,0.5656,0.0,0.0032,173,96,29731,0,0,50,73
120.0,0.04,0.2334,0.0,0.0032,173,96,29731,0,0,50,74
120.0,0.04,0.9482,0.0,0.0032,173,96,29731,0,0,50,75
120.0,0.02,1.3178,0.0,0.0032,173,96,29731,0,0,50,76
120.0,0.04,1.1848,0.0,0.0032,173,96,29731,1,1,48,77
120.0,0.02,0.7304,0.0,0.0032,173,96,29731,0,0,50,78
120.0,0.08,0.4423,0.0,0.0032,173,96,29731,0,0,50,79
120.0,0.04,0.7819,0.0,0.0032,173,96,29731,0,0,50,80
120.0,0.04,0.8778,0.0,0.0032,173,96,29731,0,0,50,81
120.0,0.04,1.1847,0.0,0.0032,173,96,29731,0,0,50,82
120.0,0.04,0.4362,0.0,0.0032,173,96,29731,0,0,50,83
120.0,0.0,1.3835,0.0,0.0032,173,96,29731,1,1,48,84
120.0,0.1,0.6577,0.0,0.0032,173,96,29731,1,0,49,85
120.0,0.04,0.3401,0.0,0.0032,173,96,29731,0,0,50,86
120.0,0.02,0.6905,0.0,0.0032,173,96,29731,0,0,50,87
120.0,0.02,0.9609,0.0,0.0032,173,96,29731,0,0,50,88
120.0,0.06,0.5415,0.0,0.0032,173,96,29731,0,0,50,89
120.0,0.02,1.803,0.0,0.0032,173,96,29731,0,1,49,90
120.0,0.04,1.3494,0.0,0.0032,173,96,29731,0,0,50,91
120.0,0.04,0.2715,0.0,0.0032,173,96,29731,0,0,50,92
120.0,0.06,1.4964,0.0,0.0032,173,96,29731,0,0,50,93
120.0,0.08,1.3019,0.0,0.0032,173,96,29731,0,1,49,94
120.0,0.02,1.461,0.0,0.0032,173,96,29731,0,3,47,95
120.0,0.08,1.0572,0.0,0.0032,173,96,29731,0,0,50,96
120.0,0.06,0.7182,0.0,0.0032,173,96,29731,1,0,49,97
120.0,0.04,1.5822,0.0,0.0032,173,96,29731,1,0,49,98
120.0,0.02,2.2605,0.0,0.0032,173,96,29731,0,0,50,99
120.0,0.04,0.4701,0.0,0.0032,173,96,29731,0,0,50,100
150.0,0.08,0.8973,0.0,5.0E-4,169,15,29816,2,0,48,1
150.0,0.04,1.4439,0.0,5.0E-4,169,15,29816,0,0,50,2
150.0,0.08,1.5322,0.0,5.0E-4,169,15,29816,0,0,50,3
150.0,0.04,1.0135,0.0,5.0E-4,169,15,29816,0,0,50,4
150.0,0.08,1.6281,0.0,5.0E-4,169,15,29816,0,0,50,5
150.0,0.02,1.5774,0.0,5.0E-4,169,15,29816,0,0,50,6
150.0,0.08,0.8562,0.0,5.0E-4,169,15,29816,2,0,48,7
150.0,0.0,1.3144,0.0,5.0E-4,169,15,29816,0,0,50,8
150.0,0.02,1.2109,0.0,5.0E-4,169,15,29816,0,0,50,9
150.0,0.06,0.5645,0.0,5.0E-4,169,15,29816,0,0,50,10
150.0,0.04,2.6293,0.0,5.0E-4,169,15,29816,0,0,50,11
150.0,0.02,0.4836,0.0,5.0E-4,169,15,29816,0,0,50,12
150.0,0.0,0.8451,0.0,5.0E-4,169,15,29816,0,0,50,13
150.0,0.0,0.8943,0.0,5.0E-4,169,15,29816,0,0,50,14
150.0,0.06,0.7922,0.0,5.0E-4,169,15,29816,0,0,50,15
150.0,0.04,0.4879,0.0,5.0E-4,169,15,29816,0,0,50,16
150.0,0.08,0.9452,0.0,5.0E-4,169,15,29816,0,0,50,17
150.0,0.08,0.2806,0.0,5.0E-4,169,15,29816,0,0,50,18
150.0,0.02,1.2223,0.0,5.0E-4,169,15,29816,3,0,47,19
150.0,0.04,0.3257,0.0,5.0E-4,169,15,29816,0,0,50,20
150.0,0.04,2.2031,0.0,5.0E-4,169,15,29816,0,0,50,21
150.0,0.04,1.2125,0.0,5.0E-4,169,15,29816,1,0,49,22
150.0,0.08,0.9596,0.0,5.0E-4,169,15,29816,0,0,50,23
150.0,0.06,0.5305,0.0,5.0E-4,169,15,29816,1,0,49,24
150.0,0.06,0.9732,0.0,5.0E-4,169,15,29816,1,0,49,25
150.0,0.1,0.2703,0.0,5.0E-4,169,15,29816,0,0,50,26
150.0,0.02,1.0392,0.0,5.0E-4,169,15,29816,0,0,50,27
150.0,0.04,0.7504,0.0,5.0E-4,169,15,29816,0,0,50,28
150.0,0.06,0.6232,0.0,5.0E-4,169,15,29816,0,0,50,29
150.0,0.02,1.0291,0.0,5.0E-4,169,15,29816,0,0,50,30
150.0,0.06,1.1205,0.0,5.0E-4,169,15,29816,0,0,50,31
150.0,0.06,1.6322,0.0,5.0E-4,169,15,29816,0,0,50,32
150.0,0.06,0.8994,0.0,5.0E-4,169,15,29816,0,0,50,33
150.0,0.06,0.4979,0.0,5.0E-4,169,15,29816,0,0,50,34
150.0,0.06,0.48,0.0,5.0E-4,169,15,29816,0,0,50,35
150.0,0.02,0.925,0.0,5.0E-4,169,15,29816,0,0,50,36
150.0,0.06,0.7691,0.0,5.0E-4,169,15,29816,0,0,50,37
150.0,0.06,1.0227,0.0,5.0E-4,169,15,29816,0,0,50,38
150.0,0.08,0.1717,0.0,5.0E-4,169,15,29816,0,0,50,39
150.0,0.06,0.7192,0.0,5.0E-4,169,15,29816,0,0,50,40
150.0,0.04,1.0396,0.0,5.0E-4,169,15,29816,2,0,48,41
150.0,0.1,1.164,0.0,5.0E-4,169,15,29816,1,0,49,42
150.0,0.02,0.2994,0.0,5.0E-4,169,15,29816,0,0,50,43
150.0,0.06,1.7514,0.0,5.0E-4,169,15,29816,0,0,50,44
150.0,0.02,0.8428,0.0,5.0E-4,169,15,29816,0,0,50,45
150.0,0.08,1.6137,0.0,5.0E-4,169,15,29816,0,0,50,46
150.0,0.02,1.2028,0.0,5.0E-4,169,15,29816,0,0,50,47
150.0,0.0,1.0485,0.0,5.0E-4,169,15,29816,0,0,50,48
150.0,0.02,0.8513,0.0,5.0E-4,169,15,29816,0,0,50,49
150.0,0.02,0.6608,0.0,5.0E-4,169,15,29816,0,0,50,50
150.0,0.06,0.9938,0.0,5.0E-4,169,15,29816,0,0,50,51
150.0,0.04,1.4007,0.0,5.0E-4,169,15,29816,0,0,50,52
150.0,0.1,0.7842,0.0,5.0E-4,169,15,29816,1,0,49,53
150.0,0.08,0.7542,0.0,5.0E-4,169,15,29816,1,0,49,54
150.0,0.06,1.7322,0.0,5.0E-4,169,15,29816,0,0,50,55
150.0,0.04,0.5478,0.0,5.0E-4,169,15,29816,0,0,50,56
150.0,0.02,0.5618,0.0,5.0E-4,169,15,29816,0,0,50,57
150.0,0.06,0.7587,0.0,5.0E-4,169,15,29816,1,0,49,58
150.0,0.02,0.7286,0.0,5.0E-4,169,15,29816,0,0,50,59
150.0,0.1,0.5577,0.0,5.0E-4,169,15,29816,0,0,50,60
150.0,0.08,0.6466,0.0,5.0E-4,169,15,29816,0,0,50,61
150.0,0.04,0.2961,0.0,5.0E-4,169,15,29816,0,0,50,62
150.0,0.04,0.2657,0.0,5.0E-4,169,15,29816,0,0,50,63
150.0,0.04,1.7683,0.0,5.0E-4,169,15,29816,0,0,50,64
150.0,0.04,0.7881,0.0,5.0E-4,169,15,29816,0,0,50,65
150.0,0.06,0.7571,0.0,5.0E-4,169,15,29816,2,0,48,66
150.0,0.06,0.6977,0.0,5.0E-4,169,15,29816,0,1,49,67
150.0,0.02,1.2057,0.0,5.0E-4,169,15,29816,0,0,50,68
150.0,0.04,0.3707,0.0,5.0E-4,169,15,29816,0,0,50,69
150.0,0.02,0.9563,0.0,5.0E-4,169,15,29816,0,0,50,70
150.0,0.02,1.2786,0.0,5.0E-4,169,15,29816,1,0,49,71
150.0,0.02,0.58,0.0,5.0E-4,169,15,29816,0,0,50,72
150.0,0.02,1.5131,0.0,5.0E-4,169,15,29816,1,0,49,73
150.0,0.04,0.9971,0.0,5.0E-4,169,15,29816,0,0,50,74
150.0,0.08,0.7923,0.0,5.0E-4,169,15,29816,1,0,49,75
150.0,0.02,0.5835,0.0,5.0E-4,169,15,29816,0,0,50,76
150.0,0.06,0.1348,0.0,5.0E-4,169,15,29816,0,0,50,77
150.0,0.08,1.1404,0.0,5.0E-4,169,15,29816,0,1,49,78
150.0,0.06,1.094,0.0,5.0E-4,169,15,29816,0,0,50,79
150.0,0.02,1.1162,0.0,5.0E-4,169,15,29816,0,0,50,80
150.0,0.04,0.7712,0.0,5.0E-4,169,15,29816,1,0,49,81
150.0,0.04,1.1901,0.0,5.0E-4,169,15,29816,0,0,50,82
150.0,0.04,0.5457,0.0,5.0E-4,169,15,29816,0,0,50,83
150.0,0.12,0.6649,0.0,5.0E-4,169,15,29816,0,1,49,84
150.0,0.04,0.4044,0.0,5.0E-4,169,15,29816,0,0,50,85
150.0,0.08,2.2167,0.0,5.0E-4,169,15,29816,1,0,49,86
150.0,0.02,1.36,0.0,5.0E-4,169,15,29816,0,0,50,87
150.0,0.04,1.3481,0.0,5.0E-4,169,15,29816,1,0,49,88
150.0,0.02,0.9013,0.0,5.0E-4,169,15,29816,0,0,50,89
150.0,0.0,0.6772,0.0,5.0E-4,169,15,29816,0,0,50,90
150.0,0.04,0.7403,0.0,5.0E-4,169,15,29816,0,0,50,91
150.0,0.04,0.2979,0.0,5.0E-4,169,15,29816,1,0,49,92
150.0,0.02,1.3894,0.0,5.0E-4,169,15,29816,0,0,50,93
150.0,0.04,0.9294,0.0,5.0E-4,169,15,29816,0,0,50,94
150.0,0.06,0.7561,0.0,5.0E-4,169,15,29816,1,0,49,95
150.0,0.04,1.0565,0.0,5.0E-4,169,15,29816,0,0,50,96
150.0,0.02,0.4703,0.0,5.0E-4,169,15,29816,0,0,50,97
150.0,0.06,1.291,0.0,5.0E-4,169,15,29816,1,0,49,98
150.0,0.02,2.1687,0.0,5.0E-4,169,15,29816,0,0,50,99
150.0,0.08,0.5736,0.0,5.0E-4,169,15,29816,0,0,50,100
180.0,0.14,0.9161,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,1
180.0,0.04,0.9822,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,2
180.0,0.02,0.9763,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,3
180.0,0.02,1.2776,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,4
180.0,0.04,0.4642,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,5
180.0,0.1,0.9897,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,6
180.0,0.08,0.4715,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,7
180.0,0.16,0.3018,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,8
180.0,0.02,0.7102,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,9
180.0,0.02,0.4308,0.0,3.3333333333333335E-5,169,1,29830,3,0,47,10
180.0,0.02,1.1377,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,11
180.0,0.06,0.7004,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,12
180.0,0.02,1.8377,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,13
180.0,0.02,0.5089,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,14
180.0,0.12,0.4336,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,15
180.0,0.1,1.118,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,16
180.0,0.02,0.9331,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,17
180.0,0.06,0.5618,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,18
180.0,0.06,0.6285,0.0,3.3333333333333335E-5,169,1,29830,3,0,47,19
180.0,0.04,0.923,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,20
180.0,0.02,1.4904,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,21
180.0,0.04,0.9759,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,22
180.0,0.08,1.1115,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,23
180.0,0.02,1.8463,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,24
180.0,0.06,1.1248,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,25
180.0,0.06,0.8822,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,26
180.0,0.08,0.3526,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,27
180.0,0.04,0.9808,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,28
180.0,0.06,0.7919,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,29
180.0,0.04,0.9184,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,30
180.0,0.0,0.7737,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,31
180.0,0.08,1.0555,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,32
180.0,0.1,0.2527,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,33
180.0,0.02,1.6136,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,34
180.0,0.02,1.4712,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,35
180.0,0.08,0.7532,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,36
180.0,0.1,0.438,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,37
180.0,0.04,1.5423,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,38
180.0,0.08,0.6942,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,39
180.0,0.08,0.5222,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,40
180.0,0.02,1.1967,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,41
180.0,0.06,0.6376,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,42
180.0,0.0,0.8901,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,43
180.0,0.02,1.0107,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,44
180.0,0.08,1.119,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,45
180.0,0.02,0.3441,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,46
180.0,0.08,0.7714,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,47
180.0,0.02,0.3495,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,48
180.0,0.04,1.2213,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,49
180.0,0.0,2.26,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,50
180.0,0.06,1.3602,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,51
180.0,0.06,0.7692,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,52
180.0,0.08,0.1186,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,53
180.0,0.1,0.8708,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,54
180.0,0.08,0.8838,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,55
180.0,0.12,1.7865,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,56
180.0,0.02,2.1263,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,57
180.0,0.06,0.9856,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,58
180.0,0.06,2.0958,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,59
180.0,0.08,0.5807,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,60
180.0,0.04,0.4255,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,61
180.0,0.0,0.9982,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,62
180.0,0.1,0.7133,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,63
180.0,0.02,0.6149,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,64
180.0,0.08,0.7804,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,65
180.0,0.02,0.0478,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,66
180.0,0.06,0.1381,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,67
180.0,0.0,0.6374,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,68
180.0,0.04,1.0168,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,69
180.0,0.06,2.4186,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,70
180.0,0.02,0.2182,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,71
180.0,0.06,0.2713,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,72
180.0,0.08,0.7172,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,73
180.0,0.06,0.538,0.0,3.3333333333333335E-5,169,1,29830,2,0,48,74
180.0,0.02,0.7913,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,75
180.0,0.08,0.8369,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,76
180.0,0.1,0.1277,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,77
180.0,0.04,0.5517,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,78
180.0,0.08,0.3285,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,79
180.0,0.02,1.4349,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,80
180.0,0.04,1.2197,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,81
180.0,0.02,0.9704,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,82
180.0,0.08,0.6252,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,83
180.0,0.0,0.6484,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,84
180.0,0.08,0.5999,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,85
180.0,0.14,0.7526,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,86
180.0,0.08,0.6836,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,87
180.0,0.08,0.9373,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,88
180.0,0.12,0.4064,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,89
180.0,0.04,0.4909,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,90
180.0,0.08,0.5151,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,91
180.0,0.02,1.3278,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,92
180.0,0.08,1.8238,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,93
180.0,0.0,0.6279,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,94
180.0,0.02,1.1807,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,95
180.0,0.1,1.6357,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,96
180.0,0.02,-0.0727,0.0,3.3333333333333335E-5,169,1,29830,0,0,50,97
180.0,0.02,1.9398,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,98
180.0,0.1,2.3373,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,99
180.0,0.0,0.7109,0.0,3.3333333333333335E-5,169,1,29830,1,0,49,100
