Id,birth,death|
8833,33.0,37.0
8834,33.0,40.0
8835,33.0,39.0
8836,33.0,33.0
8837,33.0,51.0
8838,33.0,77.0
8839,33.0,65.0
8840,33.0,35.0
8841,33.0,84.0
8842,33.0,50.0
8843,33.0,52.0
8844,33.0,33.0
8845,33.0,49.0
8846,33.0,44.0
8847,33.0,55.0
8848,33.0,33.0
8849,33.0,60.0
8850,33.0,36.0
8851,33.0,34.0
8852,33.0,40.0
8853,33.0,36.0
8854,33.0,92.0
8855,33.0,103.0
8856,33.0,40.0
8857,33.0,39.0
8858,33.0,44.0
8859,33.0,39.0
8860,33.0,42.0
8861,33.0,45.0
8862,33.0,35.0
8863,33.0,39.0
8864,33.0,76.0
8865,33.0,68.0
8866,33.0,37.0
8867,33.0,51.0
8868,33.0,47.0
8869,33.0,41.0
8870,33.0,39.0
8871,33.0,82.0
8872,33.0,37.0
8873,33.0,48.0
8874,33.0,67.0
8875,33.0,42.0
8876,33.0,42.0
8877,33.0,44.0
8878,33.0,49.0
8879,33.0,65.0
8880,33.0,50.0
8881,33.0,48.0
8882,33.0,62.0
8883,33.0,63.0
8884,33.0,43.0
8885,33.0,56.0
8886,33.0,48.0
8887,33.0,79.0
8888,33.0,56.0
8889,33.0,46.0
8890,33.0,48.0
8891,33.0,65.0
8892,33.0,43.0
8893,33.0,45.0
8894,33.0,33.0
8895,33.0,34.0
8896,33.0,57.0
8897,33.0,40.0
8898,33.0,48.0
8899,33.0,36.0
8900,33.0,35.0
8901,33.0,53.0
8902,33.0,70.0
8903,33.0,96.0
8904,33.0,39.0
8905,33.0,61.0
8906,33.0,80.0
8907,33.0,35.0
8908,33.0,36.0
8909,33.0,39.0
8910,33.0,43.0
8911,33.0,56.0
8912,33.0,50.0
8913,33.0,44.0
8914,33.0,55.0
8915,33.0,64.0
8916,33.0,51.0
8917,33.0,46.0
8918,33.0,37.0
8919,33.0,34.0
8920,33.0,37.0
8921,33.0,39.0
8922,33.0,34.0
8923,33.0,34.0
8924,33.0,33.0
8925,33.0,46.0
8926,33.0,36.0
8927,33.0,33.0
8928,33.0,63.0
8929,33.0,43.0
8930,33.0,39.0
8931,33.0,42.0
8932,33.0,65.0
8933,33.0,46.0
8934,33.0,35.0
8935,33.0,49.0
8936,33.0,42.0
8937,33.0,47.0
8938,33.0,87.0
8939,33.0,41.0
8940,33.0,67.0
8941,33.0,50.0
8942,33.0,34.0
8943,33.0,46.0
8944,33.0,33.0
8945,33.0,35.0
8946,33.0,58.0
8947,33.0,79.0
8948,33.0,62.0
8949,33.0,35.0
8950,33.0,35.0
8951,33.0,45.0
8952,33.0,52.0
8953,33.0,41.0
8954,33.0,41.0
8955,33.0,38.0
8956,33.0,46.0
8957,33.0,38.0
8958,33.0,33.0
8959,33.0,43.0
8960,33.0,63.0
8961,33.0,41.0
8962,33.0,47.0
8963,33.0,47.0
8964,33.0,33.0
8965,33.0,33.0
8966,33.0,33.0
8967,33.0,50.0
8968,33.0,64.0
8969,33.0,38.0
8970,33.0,61.0
8971,33.0,40.0
8972,33.0,33.0
8973,33.0,46.0
8974,33.0,35.0
8975,33.0,50.0
8976,33.0,51.0
8977,33.0,81.0
8978,33.0,74.0
8979,33.0,59.0
8980,33.0,56.0
8981,33.0,47.0
8982,33.0,36.0
8983,33.0,47.0
8984,33.0,35.0
8985,33.0,37.0
8986,33.0,41.0
8987,33.0,33.0
8988,33.0,37.0
8989,33.0,38.0
8990,33.0,45.0
8991,33.0,44.0
8992,33.0,38.0
8993,33.0,50.0
8994,33.0,74.0
8995,33.0,65.0
8996,33.0,33.0
8997,33.0,49.0
8998,33.0,61.0
8999,33.0,45.0
9000,33.0,34.0
9001,33.0,53.0
9002,33.0,38.0
9003,33.0,36.0
9004,33.0,59.0
9005,33.0,52.0
9006,33.0,46.0
9007,33.0,46.0
9008,33.0,69.0
9009,33.0,36.0
9010,33.0,39.0
9011,33.0,39.0
9012,33.0,38.0
9013,33.0,87.0
9014,33.0,55.0
9015,33.0,44.0
9016,33.0,33.0
9017,33.0,65.0
9018,33.0,37.0
9019,33.0,41.0
9020,33.0,70.0
9021,33.0,34.0
9022,33.0,39.0
9023,33.0,56.0
9024,33.0,57.0
9025,33.0,72.0
9026,33.0,36.0
9027,33.0,59.0
9028,33.0,43.0
9029,33.0,44.0
9030,33.0,59.0
9031,33.0,49.0
9032,33.0,57.0
9033,33.0,39.0
9034,33.0,37.0
9035,33.0,64.0
9036,33.0,36.0
9037,33.0,60.0
9038,33.0,33.0
9039,33.0,54.0
9040,33.0,105.0
9041,33.0,53.0
9042,33.0,46.0
9043,33.0,81.0
9044,33.0,38.0
9045,33.0,37.0
9046,33.0,37.0
9047,33.0,36.0
9048,33.0,50.0
9049,33.0,44.0
9050,33.0,36.0
9051,33.0,33.0
9052,33.0,77.0
9053,33.0,54.0
9054,33.0,52.0
9055,33.0,49.0
9056,33.0,36.0
9057,33.0,37.0
9058,33.0,41.0
9059,33.0,44.0
9060,33.0,46.0
9061,33.0,48.0
9062,33.0,44.0
9063,33.0,91.0
9064,33.0,38.0
9065,33.0,43.0
9066,33.0,37.0
9067,33.0,36.0
9068,33.0,38.0
9069,33.0,34.0
9070,33.0,61.0
9071,33.0,51.0
9072,33.0,61.0
9073,33.0,42.0
9074,33.0,42.0
9075,33.0,49.0
9076,33.0,98.0
9077,33.0,92.0
9078,33.0,36.0
9079,33.0,44.0
9080,33.0,35.0
9081,33.0,35.0
9082,33.0,78.0
9083,33.0,69.0
9084,33.0,37.0
9085,33.0,34.0
9086,33.0,33.0
9087,33.0,40.0
9088,33.0,57.0
9089,33.0,58.0
9090,33.0,45.0
9091,33.0,36.0
9092,33.0,33.0
9093,33.0,35.0
9094,33.0,44.0
9095,33.0,42.0
9096,33.0,39.0
9097,33.0,35.0
9098,33.0,65.0
9099,33.0,33.0
9100,33.0,39.0
9101,33.0,43.0
9102,33.0,35.0
9103,33.0,38.0
9104,33.0,70.0
9105,33.0,47.0
9106,33.0,72.0
9107,33.0,68.0
9108,33.0,64.0
9109,33.0,33.0
9110,33.0,35.0
9111,33.0,35.0
9112,33.0,37.0
9113,33.0,40.0
9114,33.0,33.0
9115,33.0,53.0
9116,33.0,41.0
9117,33.0,45.0
9118,33.0,37.0
9119,33.0,42.0
9120,33.0,53.0
9121,33.0,56.0
9122,33.0,43.0
9123,33.0,40.0
9124,33.0,38.0
9125,33.0,79.0
9126,33.0,38.0
9127,33.0,51.0
9128,33.0,48.0
9129,33.0,44.0
9130,33.0,58.0
9131,33.0,39.0
9132,33.0,51.0
9133,33.0,84.0
9134,33.0,44.0
9135,33.0,70.0
9136,33.0,38.0
9137,33.0,47.0
9138,33.0,35.0
9139,33.0,61.0
9140,33.0,33.0
9141,33.0,36.0
9142,33.0,38.0
9143,33.0,42.0
9144,33.0,75.0
9145,33.0,43.0
9146,33.0,37.0
9147,33.0,74.0
9148,33.0,76.0
9149,33.0,68.0
9150,33.0,33.0
9151,33.0,55.0
9152,33.0,54.0
9153,33.0,34.0
9154,33.0,38.0
9155,33.0,36.0
9156,33.0,48.0
9157,33.0,43.0
9158,33.0,76.0
9159,33.0,78.0
9160,33.0,33.0
9161,33.0,37.0
9162,33.0,36.0
9163,33.0,43.0
9164,33.0,47.0
9165,33.0,41.0
9166,33.0,53.0
9167,33.0,58.0
9168,33.0,41.0
9169,33.0,69.0
9170,33.0,35.0
9171,33.0,34.0
9172,33.0,43.0
9173,33.0,35.0
9174,33.0,51.0
9175,33.0,44.0
9176,33.0,33.0
9177,33.0,48.0
9178,33.0,48.0
9179,33.0,55.0
9180,33.0,62.0
9181,33.0,34.0
9182,33.0,34.0
9183,33.0,37.0
9184,33.0,42.0
9185,33.0,49.0
9186,33.0,62.0
9187,33.0,61.0
9188,33.0,47.0
9189,33.0,59.0
9190,33.0,58.0
9191,33.0,35.0
9192,33.0,70.0
9193,33.0,41.0
9194,33.0,53.0
9195,33.0,34.0
9196,33.0,59.0
9197,33.0,66.0
9198,33.0,69.0
9199,33.0,66.0
9200,33.0,61.0
9201,33.0,60.0
9202,33.0,86.0
9203,33.0,33.0
9204,33.0,67.0
9205,33.0,45.0
9206,33.0,47.0
9207,33.0,52.0
9208,33.0,41.0
9209,33.0,50.0
9210,33.0,44.0
9211,33.0,35.0
9212,33.0,42.0
9213,33.0,39.0
9214,33.0,38.0
9215,33.0,36.0
9216,33.0,35.0
9217,33.0,69.0
9218,33.0,39.0
9219,33.0,37.0
9220,33.0,73.0
9221,33.0,39.0
9222,33.0,61.0
9223,33.0,37.0
9224,33.0,90.0
9225,33.0,52.0
9226,33.0,45.0
9227,33.0,44.0
9228,33.0,41.0
9229,33.0,60.0
9230,33.0,55.0
9231,33.0,43.0
9232,33.0,71.0
9233,33.0,44.0
9234,33.0,35.0
9235,33.0,34.0
9236,33.0,33.0
9237,33.0,81.0
9238,33.0,34.0
9239,33.0,48.0
9240,33.0,36.0
9241,33.0,52.0
9242,33.0,43.0
9243,33.0,36.0
9244,33.0,42.0
9245,33.0,67.0
9246,33.0,37.0
9247,33.0,49.0
9248,33.0,50.0
9249,33.0,42.0
9250,33.0,43.0
9251,33.0,35.0
9252,33.0,37.0
9253,33.0,79.0
9254,33.0,39.0
9255,33.0,43.0
9256,33.0,39.0
9257,33.0,33.0
9258,33.0,55.0
9259,33.0,58.0
9260,33.0,56.0
9261,33.0,51.0
9262,33.0,38.0
9263,33.0,45.0
9264,33.0,48.0
9265,33.0,82.0
9266,33.0,33.0
9267,33.0,40.0
9268,33.0,35.0
9269,33.0,67.0
9270,33.0,39.0
9271,33.0,33.0
9272,33.0,39.0
9273,33.0,35.0
9274,33.0,38.0
9275,33.0,44.0
9276,33.0,39.0
9277,33.0,34.0
9278,33.0,89.0
9279,33.0,53.0
9280,33.0,61.0
9281,33.0,66.0
9282,33.0,33.0
9283,33.0,49.0
9284,33.0,50.0
9285,33.0,34.0
9286,33.0,38.0
9287,33.0,40.0
9288,33.0,38.0
9289,33.0,42.0
9290,33.0,62.0
9291,33.0,34.0
9292,33.0,52.0
9293,33.0,33.0
9294,33.0,97.0
9295,33.0,46.0
9296,33.0,36.0
9297,33.0,38.0
9298,33.0,34.0
9299,33.0,73.0
9300,33.0,42.0
9301,33.0,46.0
9302,33.0,35.0
9303,33.0,42.0
9304,33.0,43.0
9305,33.0,36.0
9306,33.0,60.0
9307,33.0,33.0
9308,33.0,99.0
9309,33.0,54.0
9310,33.0,40.0
9311,33.0,46.0
9312,33.0,50.0
9313,33.0,34.0
9314,33.0,36.0
9315,33.0,61.0
9316,33.0,44.0
9317,33.0,54.0
9318,33.0,46.0
9319,33.0,42.0
9320,33.0,56.0
9321,33.0,42.0
9322,33.0,34.0
9323,33.0,37.0
9324,33.0,39.0
9325,33.0,42.0
9326,33.0,55.0
9327,33.0,37.0
9328,33.0,51.0
9329,33.0,53.0
9330,33.0,41.0
9331,33.0,65.0
9332,33.0,36.0
9333,33.0,58.0
9334,33.0,35.0
9335,33.0,66.0
9336,33.0,38.0
9337,33.0,48.0
9338,33.0,47.0
9339,33.0,33.0
9340,33.0,43.0
9341,33.0,38.0
9342,33.0,59.0
9343,33.0,46.0
9344,33.0,41.0
9345,33.0,58.0
9346,33.0,38.0
9347,33.0,41.0
9348,33.0,53.0
9349,33.0,50.0
9350,33.0,61.0
9351,33.0,49.0
9352,33.0,39.0
9353,33.0,44.0
9354,33.0,39.0
9355,33.0,92.0
9356,33.0,46.0
9357,33.0,56.0
9358,33.0,40.0
9359,33.0,44.0
9360,33.0,50.0
9361,33.0,36.0
9362,33.0,37.0
9363,33.0,36.0
9364,33.0,42.0
9365,33.0,69.0
9366,33.0,37.0
9367,33.0,46.0
9368,33.0,37.0
9369,33.0,33.0
9370,33.0,48.0
9371,33.0,37.0
9372,33.0,42.0
9373,33.0,56.0
9374,33.0,49.0
9375,33.0,52.0
9376,33.0,51.0
9377,33.0,34.0
9378,33.0,40.0
9379,33.0,39.0
9380,33.0,38.0
9381,33.0,53.0
9382,33.0,38.0
9383,33.0,50.0
9384,33.0,51.0
9385,33.0,40.0
9386,33.0,36.0
9387,33.0,47.0
9388,33.0,48.0
9389,33.0,46.0
9390,33.0,138.0
9391,33.0,36.0
9392,33.0,42.0
9393,33.0,56.0
9394,33.0,60.0
9395,33.0,40.0
9396,33.0,57.0
9397,33.0,41.0
9398,33.0,48.0
9399,33.0,43.0
9400,33.0,43.0
9401,33.0,33.0
9402,33.0,36.0
9403,33.0,64.0
9404,33.0,44.0
9405,33.0,51.0
9406,33.0,38.0
9407,33.0,59.0
9408,33.0,43.0
9409,33.0,37.0
9410,33.0,66.0
9411,33.0,82.0
9412,33.0,40.0
9413,33.0,34.0
9414,33.0,38.0
9415,33.0,34.0
9416,33.0,35.0
9417,33.0,34.0
9418,33.0,43.0
9419,33.0,45.0
9420,33.0,44.0
9421,33.0,46.0
9422,33.0,38.0
9423,33.0,42.0
9424,33.0,40.0
9425,33.0,41.0
9426,33.0,43.0
9427,33.0,33.0
9428,33.0,39.0
9429,33.0,38.0
9430,33.0,35.0
9431,33.0,36.0
9432,33.0,42.0
9433,33.0,55.0
9434,33.0,36.0
9435,33.0,33.0
9436,33.0,35.0
9437,33.0,36.0
9438,33.0,45.0
9439,33.0,48.0
9440,33.0,40.0
9441,33.0,79.0
9442,33.0,59.0
9443,33.0,41.0
9444,33.0,49.0
9445,33.0,47.0
9446,33.0,96.0
9447,33.0,46.0
9448,33.0,48.0
9449,33.0,50.0
9450,33.0,35.0
9451,33.0,49.0
9452,33.0,50.0
9453,33.0,45.0
9454,33.0,47.0
9455,33.0,73.0
9456,33.0,51.0
9457,33.0,42.0
9458,33.0,37.0
9459,33.0,37.0
9460,33.0,33.0
9461,33.0,44.0
9462,33.0,33.0
9463,33.0,36.0
9464,33.0,34.0
9465,33.0,60.0
9466,33.0,51.0
9467,33.0,54.0
9468,33.0,38.0
9469,33.0,45.0
9470,33.0,51.0
9471,33.0,46.0
9472,33.0,40.0
9473,33.0,39.0
9474,33.0,43.0
9475,33.0,42.0
9476,33.0,43.0
9477,33.0,38.0
9478,33.0,43.0
9479,33.0,33.0
9480,33.0,75.0
9481,33.0,39.0
9482,33.0,39.0
9483,33.0,67.0
9484,33.0,46.0
9485,33.0,46.0
9486,33.0,45.0
9487,33.0,47.0
9488,33.0,38.0
9489,33.0,69.0
9490,33.0,57.0
9491,33.0,41.0
9492,33.0,77.0
9493,33.0,50.0
9494,33.0,39.0
9495,33.0,41.0
9496,33.0,49.0
9497,33.0,43.0
9498,33.0,59.0
9499,33.0,57.0
9500,33.0,67.0
9501,33.0,45.0
9502,33.0,41.0
9503,33.0,35.0
9504,33.0,41.0
9505,33.0,35.0
9506,33.0,44.0
9507,33.0,44.0
9508,33.0,46.0
9509,33.0,36.0
9510,33.0,40.0
9511,33.0,33.0
9512,33.0,50.0
9513,33.0,68.0
9514,33.0,51.0
9515,33.0,41.0
9516,33.0,50.0
9517,33.0,48.0
9518,33.0,42.0
9519,33.0,41.0
9520,33.0,40.0
9521,33.0,59.0
9522,33.0,33.0
9523,33.0,64.0
9524,33.0,54.0
9525,33.0,44.0
9526,33.0,67.0
9527,33.0,41.0
9528,33.0,33.0
9529,33.0,38.0
9530,33.0,61.0
9531,33.0,55.0
9532,33.0,34.0
9533,33.0,41.0
9534,33.0,41.0
9535,33.0,33.0
9536,33.0,40.0
9537,33.0,52.0
9538,33.0,68.0
9539,33.0,34.0
9540,33.0,66.0
9541,33.0,56.0
9542,33.0,42.0
9543,33.0,48.0
9544,33.0,36.0
9545,33.0,51.0
9546,33.0,58.0
9547,33.0,40.0
9548,33.0,50.0
9549,33.0,45.0
9550,33.0,45.0
9551,33.0,36.0
9552,33.0,62.0
9553,33.0,47.0
9554,33.0,33.0
9555,33.0,73.0
9556,33.0,47.0
9557,33.0,42.0
9558,33.0,37.0
9559,33.0,43.0
9560,33.0,52.0
9561,33.0,33.0
9562,33.0,49.0
9563,33.0,55.0
9564,33.0,33.0
9565,33.0,50.0
9566,33.0,51.0
9567,33.0,37.0
9568,33.0,40.0
9569,33.0,40.0
9570,33.0,34.0
9571,33.0,46.0
9572,33.0,42.0
9573,33.0,41.0
9574,33.0,37.0
9575,33.0,58.0
9576,33.0,34.0
9577,33.0,37.0
9578,33.0,34.0
9579,33.0,44.0
9580,33.0,34.0
9581,33.0,39.0
9582,33.0,35.0
9583,33.0,47.0
9584,33.0,37.0
9585,33.0,56.0
9586,33.0,44.0
9587,33.0,37.0
9588,33.0,39.0
9589,33.0,35.0
9590,33.0,37.0
9591,33.0,35.0
9592,33.0,33.0
9593,33.0,36.0
9594,33.0,46.0
9595,33.0,41.0
9596,33.0,48.0
9597,33.0,85.0
9598,33.0,48.0
9599,33.0,37.0
9600,33.0,42.0
9601,33.0,36.0
9602,33.0,55.0
9603,33.0,68.0
9604,33.0,51.0
9605,33.0,38.0
9606,33.0,40.0
9607,33.0,59.0
9608,33.0,41.0
9609,33.0,49.0
9610,33.0,33.0
9611,33.0,37.0
9612,33.0,45.0
9613,33.0,43.0
9614,33.0,36.0
9615,33.0,48.0
9616,33.0,38.0
9617,33.0,33.0
9618,33.0,37.0
9619,33.0,33.0
9620,33.0,41.0
9621,33.0,50.0
9622,33.0,56.0
9623,33.0,40.0
9624,33.0,49.0
9625,33.0,39.0
9626,33.0,93.0
9627,33.0,43.0
9628,33.0,38.0
9629,33.0,47.0
9630,33.0,55.0
9631,33.0,37.0
9632,33.0,91.0
9633,33.0,34.0
9634,33.0,34.0
9635,33.0,65.0
9636,33.0,34.0
9637,33.0,35.0
9638,33.0,41.0
9639,33.0,39.0
9640,33.0,77.0
9641,33.0,38.0
9642,33.0,40.0
9643,33.0,50.0
9644,33.0,56.0
9645,33.0,43.0
9646,33.0,55.0
9647,33.0,33.0
9648,33.0,56.0
9649,33.0,65.0
9650,33.0,36.0
9651,33.0,54.0
9652,33.0,35.0
9653,33.0,65.0
9654,33.0,35.0
9655,33.0,70.0
9656,33.0,41.0
9657,33.0,45.0
9658,33.0,41.0
9659,33.0,40.0
9660,33.0,41.0
9661,33.0,38.0
9662,33.0,68.0
9663,33.0,48.0
9664,33.0,44.0
9665,33.0,50.0
9666,33.0,42.0
9667,33.0,54.0
9668,33.0,39.0
9669,33.0,53.0
9670,33.0,69.0
9671,33.0,62.0
9672,33.0,42.0
9673,33.0,78.0
9674,33.0,63.0
9675,33.0,34.0
9676,33.0,49.0
9677,33.0,55.0
9678,33.0,42.0
9679,33.0,34.0
9680,33.0,43.0
9681,33.0,45.0
9682,33.0,44.0
9683,33.0,49.0
9684,33.0,46.0
9685,33.0,33.0
9686,33.0,36.0
9687,33.0,84.0
9688,33.0,41.0
9689,33.0,38.0
9690,33.0,73.0
9691,33.0,105.0
9692,33.0,64.0
9693,33.0,42.0
9694,33.0,39.0
9695,33.0,36.0
9696,33.0,48.0
9697,33.0,49.0
9698,33.0,40.0
9699,33.0,60.0
9700,33.0,33.0
9701,33.0,67.0
9702,33.0,41.0
9703,33.0,41.0
9704,33.0,41.0
9705,33.0,36.0
9706,33.0,35.0
9707,33.0,34.0
9708,33.0,58.0
9709,33.0,35.0
9710,33.0,34.0
9711,33.0,42.0
9712,33.0,38.0
9713,33.0,52.0
9714,33.0,46.0
9715,33.0,42.0
9716,33.0,99.0
9717,33.0,48.0
9718,33.0,53.0
9719,33.0,50.0
9720,33.0,34.0
9721,33.0,34.0
9722,33.0,36.0
9723,33.0,74.0
9724,33.0,44.0
9725,33.0,35.0
9726,33.0,33.0
9727,33.0,40.0
9728,33.0,38.0
9729,33.0,59.0
9730,33.0,65.0
9731,33.0,35.0
9732,33.0,53.0
9733,33.0,34.0
9734,33.0,57.0
9735,33.0,33.0
9736,33.0,40.0
9737,33.0,49.0
9738,33.0,39.0
9739,33.0,40.0
9740,33.0,36.0
9741,33.0,69.0
9742,33.0,51.0
9743,33.0,39.0
9744,33.0,34.0
9745,33.0,34.0
9746,33.0,45.0
9747,33.0,38.0
9748,33.0,51.0
9749,33.0,43.0
9750,33.0,34.0
9751,33.0,33.0
9752,33.0,89.0
9753,33.0,49.0
9754,33.0,37.0
9755,33.0,35.0
9756,33.0,84.0
9757,33.0,42.0
9758,33.0,50.0
9759,33.0,56.0
9760,33.0,53.0
9761,33.0,47.0
9762,33.0,38.0
9763,33.0,50.0
9764,33.0,42.0
9765,33.0,52.0
9766,33.0,42.0
9767,33.0,35.0
9768,33.0,47.0
9769,33.0,41.0
9770,33.0,54.0
9771,33.0,34.0
9772,33.0,49.0
9773,33.0,69.0
9774,33.0,36.0
9775,33.0,43.0
9776,33.0,53.0
9777,33.0,39.0
9778,33.0,78.0
9779,33.0,45.0
9780,33.0,35.0
9781,33.0,39.0
9782,33.0,35.0
9783,33.0,41.0
9784,33.0,33.0
9785,33.0,50.0
9786,33.0,41.0
9787,33.0,39.0
9788,33.0,61.0
9789,33.0,34.0
9790,33.0,41.0
9791,33.0,33.0
9792,33.0,56.0
9793,33.0,40.0
9794,33.0,62.0
9795,33.0,40.0
9796,33.0,34.0
9797,33.0,70.0
9798,33.0,36.0
9799,33.0,52.0
9800,33.0,34.0
9801,33.0,84.0
9802,33.0,35.0
9803,33.0,33.0
9804,33.0,41.0
9805,33.0,40.0
9806,33.0,40.0
9807,33.0,63.0
9808,33.0,46.0
9809,33.0,38.0
9810,33.0,80.0
9811,33.0,44.0
9812,33.0,45.0
9813,33.0,41.0
9814,33.0,40.0
9815,33.0,70.0
9816,33.0,53.0
9817,33.0,35.0
9818,33.0,65.0
9819,33.0,40.0
9820,33.0,39.0
9821,33.0,44.0
9822,33.0,35.0
9823,33.0,42.0
9824,33.0,65.0
9825,33.0,44.0
9826,33.0,65.0
9827,33.0,38.0
9828,33.0,38.0
9829,33.0,42.0
9830,33.0,42.0
9831,33.0,46.0
9832,33.0,51.0
9833,33.0,44.0
9834,33.0,35.0
9835,33.0,33.0
9836,33.0,36.0
9837,33.0,37.0
9838,33.0,61.0
9839,33.0,35.0
9840,33.0,34.0
9841,33.0,48.0
9842,33.0,40.0
9843,33.0,72.0
9844,33.0,48.0
9845,33.0,43.0
9846,33.0,47.0
9847,33.0,66.0
9848,33.0,34.0
9849,33.0,56.0
9850,33.0,42.0
9851,33.0,41.0
9852,33.0,34.0
9853,33.0,36.0
9854,33.0,51.0
9855,33.0,69.0
9856,33.0,44.0
9857,33.0,77.0
9858,33.0,43.0
9859,33.0,39.0
9860,33.0,33.0
9861,33.0,45.0
9862,33.0,37.0
9863,33.0,35.0
9864,33.0,81.0
9865,33.0,34.0
9866,33.0,63.0
9867,33.0,38.0
9868,33.0,51.0
9869,33.0,62.0
9870,33.0,38.0
9871,33.0,41.0
9872,33.0,74.0
9873,33.0,95.0
9874,33.0,86.0
9875,33.0,35.0
9876,33.0,33.0
9877,33.0,48.0
9878,33.0,48.0
9879,33.0,35.0
9880,33.0,34.0
9881,33.0,58.0
9882,33.0,34.0
9883,33.0,38.0
9884,33.0,57.0
9885,33.0,46.0
9886,33.0,71.0
9887,33.0,35.0
9888,33.0,33.0
9889,33.0,61.0
9890,33.0,43.0
9891,33.0,46.0
9892,33.0,69.0
9893,33.0,42.0
9894,33.0,49.0
9895,33.0,47.0
9896,33.0,42.0
9897,33.0,36.0
9898,33.0,48.0
9899,33.0,40.0
9900,33.0,37.0
9901,33.0,54.0
9902,33.0,84.0
9903,33.0,47.0
9904,33.0,33.0
9905,33.0,46.0
9906,33.0,33.0
9907,33.0,35.0
9908,33.0,61.0
9909,33.0,42.0
9910,33.0,53.0
9911,33.0,44.0
9912,33.0,41.0
9913,33.0,44.0
9914,33.0,47.0
9915,33.0,91.0
9916,33.0,41.0
9917,33.0,34.0
9918,33.0,34.0
9919,33.0,50.0
9920,33.0,40.0
9921,33.0,43.0
9922,33.0,50.0
9923,33.0,38.0
9924,33.0,40.0
9925,33.0,44.0
9926,33.0,38.0
9927,33.0,43.0
9928,33.0,36.0
9929,33.0,53.0
9930,33.0,51.0
9931,33.0,42.0
9932,33.0,35.0
9933,33.0,42.0
9934,33.0,60.0
9935,33.0,36.0
9936,33.0,45.0
9937,33.0,50.0
9938,33.0,34.0
9939,33.0,45.0
9940,33.0,53.0
9941,33.0,39.0
9942,33.0,44.0
9943,33.0,83.0
9944,33.0,47.0
9945,33.0,46.0
9946,33.0,33.0
9947,33.0,44.0
9948,33.0,38.0
9949,33.0,43.0
9950,33.0,34.0
9951,33.0,77.0
9952,33.0,38.0
9953,33.0,74.0
9954,33.0,47.0
9955,33.0,71.0
9956,33.0,76.0
9957,33.0,37.0
9958,33.0,33.0
9959,33.0,34.0
9960,33.0,45.0
9961,33.0,68.0
9962,33.0,34.0
9963,33.0,35.0
9964,33.0,40.0
9965,33.0,61.0
9966,33.0,36.0
9967,33.0,43.0
9968,33.0,40.0
9969,33.0,40.0
9970,33.0,77.0
9971,33.0,42.0
9972,33.0,46.0
9973,33.0,41.0
9974,33.0,42.0
9975,33.0,44.0
9976,33.0,47.0
9977,33.0,42.0
9978,33.0,74.0
9979,33.0,54.0
9980,33.0,36.0
9981,33.0,61.0
9982,33.0,39.0
9983,33.0,56.0
9984,33.0,35.0
9985,33.0,33.0
9986,33.0,50.0
9987,33.0,41.0
9988,33.0,74.0
9989,33.0,43.0
9990,33.0,45.0
9991,33.0,44.0
9992,33.0,76.0
9993,33.0,42.0
9994,33.0,35.0
9995,33.0,33.0
9996,33.0,37.0
9997,33.0,61.0
9998,33.0,40.0
9999,33.0,63.0
10000,33.0,48.0
10001,33.0,35.0
10002,33.0,60.0
10003,33.0,45.0
10004,33.0,64.0
10005,33.0,46.0
10006,33.0,39.0
10007,33.0,43.0
10008,33.0,48.0
10009,33.0,34.0
10010,33.0,52.0
10011,33.0,67.0
10012,33.0,50.0
10013,33.0,80.0
10014,33.0,61.0
10015,33.0,43.0
10016,33.0,65.0
10017,33.0,61.0
10018,33.0,37.0
10019,33.0,35.0
10020,33.0,48.0
10021,33.0,42.0
10022,34.0,51.0
10023,34.0,49.0
10024,34.0,38.0
10025,34.0,35.0
10026,34.0,51.0
10027,34.0,40.0
10028,34.0,54.0
10029,34.0,34.0
10030,34.0,43.0
10031,34.0,53.0
10032,34.0,81.0
10033,34.0,51.0
10034,34.0,34.0
10035,34.0,44.0
10036,34.0,40.0
10037,34.0,63.0
10038,34.0,64.0
10039,34.0,65.0
10040,34.0,36.0
10041,34.0,36.0
10042,34.0,50.0
10043,34.0,88.0
10044,34.0,39.0
10045,34.0,81.0
10046,34.0,38.0
10047,34.0,37.0
10048,34.0,45.0
10049,34.0,48.0
10050,34.0,41.0
10051,34.0,57.0
10052,34.0,45.0
10053,34.0,37.0
10054,34.0,43.0
10055,34.0,50.0
10056,34.0,57.0
10057,34.0,68.0
10058,34.0,70.0
10059,34.0,49.0
10060,34.0,74.0
10061,34.0,49.0
10062,34.0,52.0
10063,34.0,59.0
10064,34.0,34.0
10065,34.0,34.0
10066,34.0,36.0
10067,34.0,40.0
10068,34.0,76.0
10069,34.0,44.0
10070,34.0,55.0
10071,34.0,37.0
10072,34.0,45.0
10073,34.0,59.0
10074,34.0,80.0
10075,34.0,40.0
10076,34.0,53.0
10077,34.0,65.0
10078,34.0,40.0
10079,34.0,36.0
10080,34.0,35.0
10081,34.0,75.0
10082,34.0,38.0
10083,34.0,61.0
10084,34.0,35.0
10085,34.0,36.0
10086,34.0,70.0
10087,34.0,36.0
10088,34.0,69.0
10089,34.0,38.0
10090,34.0,35.0
10091,34.0,49.0
10092,34.0,48.0
10093,34.0,34.0
10094,34.0,50.0
10095,34.0,39.0
10096,34.0,68.0
10097,34.0,46.0
10098,34.0,117.0
10099,34.0,56.0
10100,34.0,35.0
10101,34.0,55.0
10102,34.0,52.0
10103,34.0,46.0
