Id,birth,death|
13015,35.0,75.0
13016,35.0,46.0
13017,35.0,38.0
13018,35.0,52.0
13019,35.0,51.0
13020,35.0,36.0
13021,35.0,50.0
13022,35.0,35.0
13023,35.0,56.0
13024,35.0,42.0
13025,35.0,52.0
13026,35.0,75.0
13027,35.0,44.0
13028,35.0,36.0
13029,35.0,42.0
13030,35.0,42.0
13031,35.0,65.0
13032,35.0,37.0
13033,35.0,46.0
13034,35.0,47.0
13035,35.0,35.0
13036,35.0,42.0
13037,35.0,59.0
13038,35.0,39.0
13039,35.0,35.0
13040,35.0,39.0
13041,35.0,35.0
13042,35.0,52.0
13043,35.0,41.0
13044,35.0,74.0
13045,35.0,50.0
13046,35.0,39.0
13047,35.0,100.0
13048,35.0,50.0
13049,35.0,69.0
13050,35.0,70.0
13051,35.0,37.0
13052,35.0,39.0
13053,35.0,39.0
13054,35.0,36.0
13055,35.0,40.0
13056,35.0,44.0
13057,35.0,39.0
13058,35.0,71.0
13059,35.0,37.0
13060,35.0,48.0
13061,35.0,36.0
13062,35.0,47.0
13063,35.0,50.0
13064,35.0,59.0
13065,35.0,41.0
13066,35.0,39.0
13067,35.0,88.0
13068,35.0,67.0
13069,35.0,62.0
13070,35.0,41.0
13071,35.0,72.0
13072,35.0,83.0
13073,35.0,51.0
13074,35.0,42.0
13075,35.0,67.0
13076,35.0,39.0
13077,35.0,39.0
13078,35.0,38.0
13079,35.0,36.0
13080,35.0,49.0
13081,35.0,44.0
13082,35.0,60.0
13083,35.0,39.0
13084,35.0,39.0
13085,35.0,56.0
13086,35.0,40.0
13087,35.0,66.0
13088,35.0,46.0
13089,35.0,56.0
13090,35.0,81.0
13091,35.0,44.0
13092,35.0,45.0
13093,35.0,54.0
13094,35.0,37.0
13095,35.0,42.0
13096,35.0,57.0
13097,35.0,75.0
13098,35.0,51.0
13099,35.0,42.0
13100,35.0,55.0
13101,35.0,65.0
13102,35.0,56.0
13103,35.0,45.0
13104,35.0,37.0
13105,35.0,37.0
13106,35.0,37.0
13107,35.0,72.0
13108,35.0,41.0
13109,35.0,50.0
13110,35.0,40.0
13111,35.0,37.0
13112,35.0,47.0
13113,35.0,67.0
13114,35.0,56.0
13115,35.0,37.0
13116,35.0,44.0
13117,35.0,53.0
13118,35.0,70.0
13119,35.0,37.0
13120,35.0,53.0
13121,35.0,51.0
13122,35.0,83.0
13123,35.0,36.0
13124,35.0,57.0
13125,35.0,44.0
13126,35.0,38.0
13127,35.0,36.0
13128,35.0,35.0
13129,35.0,35.0
13130,35.0,51.0
13131,35.0,83.0
13132,35.0,70.0
13133,35.0,66.0
13134,35.0,49.0
13135,35.0,41.0
13136,35.0,43.0
13137,35.0,38.0
13138,35.0,61.0
13139,35.0,77.0
13140,35.0,51.0
13141,35.0,66.0
13142,35.0,80.0
13143,35.0,48.0
13144,35.0,57.0
13145,35.0,73.0
13146,35.0,54.0
13147,35.0,38.0
13148,35.0,88.0
13149,35.0,37.0
13150,35.0,36.0
13151,35.0,53.0
13152,35.0,63.0
13153,35.0,53.0
13154,35.0,38.0
13155,35.0,44.0
13156,35.0,44.0
13157,35.0,37.0
13158,35.0,43.0
13159,35.0,61.0
13160,35.0,72.0
13161,35.0,35.0
13162,35.0,49.0
13163,35.0,36.0
13164,35.0,41.0
13165,35.0,36.0
13166,35.0,76.0
13167,35.0,65.0
13168,35.0,42.0
13169,35.0,35.0
13170,35.0,54.0
13171,35.0,35.0
13172,35.0,49.0
13173,35.0,41.0
13174,35.0,44.0
13175,35.0,40.0
13176,35.0,64.0
13177,35.0,42.0
13178,35.0,41.0
13179,35.0,58.0
13180,35.0,41.0
13181,35.0,62.0
13182,35.0,73.0
13183,35.0,73.0
13184,35.0,107.0
13185,35.0,78.0
13186,35.0,36.0
13187,35.0,57.0
13188,35.0,40.0
13189,35.0,35.0
13190,35.0,35.0
13191,35.0,36.0
13192,35.0,73.0
13193,35.0,44.0
13194,35.0,45.0
13195,35.0,39.0
13196,35.0,37.0
13197,35.0,42.0
13198,35.0,76.0
13199,35.0,37.0
13200,35.0,43.0
13201,35.0,40.0
13202,35.0,52.0
13203,35.0,37.0
13204,35.0,68.0
13205,35.0,47.0
13206,35.0,38.0
13207,35.0,42.0
13208,35.0,47.0
13209,35.0,45.0
13210,35.0,42.0
13211,35.0,105.0
13212,35.0,59.0
13213,35.0,45.0
13214,35.0,37.0
13215,35.0,42.0
13216,35.0,39.0
13217,35.0,40.0
13218,35.0,42.0
13219,35.0,39.0
13220,35.0,46.0
13221,35.0,42.0
13222,35.0,44.0
13223,35.0,46.0
13224,35.0,53.0
13225,35.0,46.0
13226,35.0,48.0
13227,35.0,52.0
13228,35.0,40.0
13229,35.0,87.0
13230,35.0,83.0
13231,35.0,45.0
13232,35.0,38.0
13233,35.0,35.0
13234,35.0,45.0
13235,35.0,62.0
13236,35.0,41.0
13237,35.0,64.0
13238,35.0,54.0
13239,35.0,74.0
13240,35.0,45.0
13241,35.0,72.0
13242,35.0,39.0
13243,35.0,50.0
13244,35.0,38.0
13245,35.0,53.0
13246,35.0,36.0
13247,35.0,35.0
13248,35.0,67.0
13249,35.0,61.0
13250,35.0,44.0
13251,35.0,58.0
13252,35.0,82.0
13253,35.0,35.0
13254,35.0,69.0
13255,35.0,53.0
13256,35.0,67.0
13257,35.0,40.0
13258,35.0,52.0
13259,35.0,45.0
13260,35.0,89.0
13261,35.0,55.0
13262,35.0,66.0
13263,35.0,43.0
13264,35.0,40.0
13265,35.0,37.0
13266,35.0,45.0
13267,35.0,63.0
13268,35.0,55.0
13269,35.0,64.0
13270,35.0,60.0
13271,35.0,41.0
13272,35.0,36.0
13273,35.0,55.0
13274,35.0,52.0
13275,35.0,42.0
13276,35.0,52.0
13277,35.0,56.0
13278,35.0,44.0
13279,35.0,39.0
13280,35.0,60.0
13281,35.0,46.0
13282,35.0,58.0
13283,35.0,44.0
13284,35.0,41.0
13285,35.0,80.0
13286,35.0,35.0
13287,35.0,49.0
13288,35.0,45.0
13289,35.0,48.0
13290,35.0,51.0
13291,35.0,46.0
13292,35.0,35.0
13293,35.0,76.0
13294,35.0,46.0
13295,35.0,37.0
13296,35.0,38.0
13297,35.0,56.0
13298,35.0,46.0
13299,35.0,46.0
13300,35.0,70.0
13301,35.0,51.0
13302,35.0,43.0
13303,35.0,52.0
13304,35.0,48.0
13305,35.0,61.0
13306,35.0,45.0
13307,35.0,42.0
13308,35.0,39.0
13309,35.0,38.0
13310,35.0,49.0
13311,35.0,54.0
13312,35.0,36.0
13313,35.0,35.0
13314,35.0,35.0
13315,35.0,48.0
13316,35.0,37.0
13317,35.0,37.0
13318,35.0,41.0
13319,35.0,87.0
13320,35.0,48.0
13321,35.0,61.0
13322,35.0,52.0
13323,35.0,43.0
13324,35.0,51.0
13325,35.0,40.0
13326,35.0,52.0
13327,35.0,58.0
13328,35.0,62.0
13329,35.0,45.0
13330,35.0,41.0
13331,35.0,74.0
13332,35.0,43.0
13333,35.0,53.0
13334,35.0,43.0
13335,35.0,41.0
13336,35.0,37.0
13337,35.0,82.0
13338,35.0,40.0
13339,35.0,79.0
13340,35.0,56.0
13341,35.0,86.0
13342,35.0,51.0
13343,35.0,36.0
13344,35.0,59.0
13345,35.0,54.0
13346,35.0,36.0
13347,35.0,41.0
13348,35.0,53.0
13349,35.0,52.0
13350,35.0,48.0
13351,35.0,48.0
13352,35.0,47.0
13353,35.0,46.0
13354,35.0,70.0
13355,35.0,55.0
13356,35.0,42.0
13357,35.0,55.0
13358,35.0,39.0
13359,35.0,69.0
13360,35.0,83.0
13361,35.0,47.0
13362,35.0,64.0
13363,35.0,47.0
13364,35.0,78.0
13365,35.0,36.0
13366,35.0,46.0
13367,35.0,35.0
13368,35.0,52.0
13369,35.0,56.0
13370,35.0,38.0
13371,35.0,50.0
13372,35.0,44.0
13373,35.0,60.0
13374,35.0,40.0
13375,35.0,60.0
13376,35.0,73.0
13377,35.0,52.0
13378,35.0,50.0
13379,35.0,50.0
13380,35.0,47.0
13381,35.0,50.0
13382,35.0,69.0
13383,35.0,40.0
13384,35.0,90.0
13385,35.0,73.0
13386,35.0,39.0
13387,35.0,42.0
13388,35.0,53.0
13389,35.0,36.0
13390,35.0,43.0
13391,35.0,49.0
13392,35.0,88.0
13393,35.0,43.0
13394,35.0,35.0
13395,35.0,40.0
13396,35.0,36.0
13397,35.0,72.0
13398,35.0,38.0
13399,35.0,42.0
13400,35.0,48.0
13401,35.0,36.0
13402,35.0,48.0
13403,35.0,56.0
13404,35.0,51.0
13405,35.0,40.0
13406,35.0,36.0
13407,35.0,81.0
13408,35.0,47.0
13409,35.0,36.0
13410,35.0,39.0
13411,35.0,50.0
13412,35.0,79.0
13413,35.0,40.0
13414,35.0,52.0
13415,35.0,54.0
13416,35.0,44.0
13417,35.0,53.0
13418,35.0,75.0
13419,35.0,35.0
13420,35.0,35.0
13421,35.0,84.0
13422,35.0,70.0
13423,35.0,58.0
13424,35.0,47.0
13425,35.0,75.0
13426,35.0,42.0
13427,35.0,59.0
13428,35.0,49.0
13429,35.0,61.0
13430,35.0,44.0
13431,35.0,40.0
13432,35.0,36.0
13433,35.0,48.0
13434,35.0,41.0
13435,35.0,69.0
13436,35.0,45.0
13437,35.0,42.0
13438,35.0,41.0
13439,35.0,48.0
13440,35.0,54.0
13441,35.0,39.0
13442,35.0,55.0
13443,35.0,75.0
13444,35.0,42.0
13445,35.0,42.0
13446,35.0,44.0
13447,35.0,38.0
13448,35.0,64.0
13449,35.0,37.0
13450,35.0,68.0
13451,35.0,73.0
13452,35.0,36.0
13453,35.0,46.0
13454,35.0,36.0
13455,35.0,40.0
13456,35.0,39.0
13457,35.0,38.0
13458,35.0,39.0
13459,35.0,41.0
13460,35.0,38.0
13461,35.0,44.0
13462,35.0,46.0
13463,35.0,73.0
13464,35.0,43.0
13465,35.0,95.0
13466,35.0,61.0
13467,35.0,36.0
13468,35.0,43.0
13469,35.0,58.0
13470,35.0,78.0
13471,35.0,40.0
13472,35.0,35.0
13473,35.0,62.0
13474,35.0,40.0
13475,35.0,46.0
13476,35.0,38.0
13477,35.0,41.0
13478,35.0,39.0
13479,35.0,37.0
13480,35.0,37.0
13481,35.0,51.0
13482,35.0,43.0
13483,35.0,44.0
13484,35.0,45.0
13485,35.0,37.0
13486,35.0,56.0
13487,35.0,45.0
13488,35.0,42.0
13489,35.0,55.0
13490,35.0,36.0
13491,35.0,91.0
13492,35.0,37.0
13493,35.0,64.0
13494,35.0,90.0
13495,35.0,43.0
13496,35.0,63.0
13497,35.0,56.0
13498,35.0,39.0
13499,35.0,38.0
13500,35.0,72.0
13501,35.0,49.0
13502,35.0,40.0
13503,35.0,38.0
13504,35.0,38.0
13505,35.0,59.0
13506,35.0,44.0
13507,35.0,54.0
13508,35.0,47.0
13509,35.0,43.0
13510,35.0,42.0
13511,35.0,84.0
13512,35.0,46.0
13513,35.0,51.0
13514,35.0,44.0
13515,35.0,52.0
13516,35.0,36.0
13517,35.0,39.0
13518,35.0,45.0
13519,35.0,35.0
13520,35.0,54.0
13521,35.0,62.0
13522,35.0,88.0
13523,35.0,44.0
13524,35.0,64.0
13525,35.0,40.0
13526,35.0,59.0
13527,35.0,43.0
13528,35.0,77.0
13529,35.0,36.0
13530,35.0,45.0
13531,35.0,66.0
13532,35.0,45.0
13533,35.0,40.0
13534,35.0,74.0
13535,35.0,80.0
13536,35.0,35.0
13537,35.0,70.0
13538,35.0,36.0
13539,35.0,42.0
13540,35.0,43.0
13541,35.0,36.0
13542,35.0,40.0
13543,35.0,60.0
13544,35.0,43.0
13545,35.0,35.0
13546,35.0,63.0
13547,35.0,35.0
13548,35.0,53.0
13549,35.0,38.0
13550,35.0,55.0
13551,35.0,38.0
13552,35.0,47.0
13553,35.0,40.0
13554,35.0,50.0
13555,35.0,54.0
13556,35.0,52.0
13557,35.0,61.0
13558,35.0,56.0
13559,35.0,61.0
13560,35.0,49.0
13561,35.0,60.0
13562,35.0,39.0
13563,35.0,39.0
13564,35.0,41.0
13565,35.0,44.0
13566,35.0,35.0
13567,35.0,43.0
13568,35.0,55.0
13569,35.0,59.0
13570,35.0,59.0
13571,35.0,61.0
13572,35.0,53.0
13573,35.0,153.0
13574,35.0,38.0
13575,35.0,63.0
13576,35.0,74.0
13577,35.0,55.0
13578,35.0,52.0
13579,35.0,36.0
13580,35.0,55.0
13581,35.0,37.0
13582,35.0,46.0
13583,35.0,37.0
13584,35.0,35.0
13585,35.0,38.0
13586,35.0,35.0
13587,35.0,36.0
13588,35.0,49.0
13589,35.0,39.0
13590,35.0,56.0
13591,35.0,59.0
13592,35.0,44.0
13593,35.0,36.0
13594,35.0,48.0
13595,35.0,49.0
13596,35.0,56.0
13597,35.0,86.0
13598,35.0,80.0
13599,35.0,89.0
13600,35.0,48.0
13601,35.0,79.0
13602,35.0,44.0
13603,35.0,41.0
13604,35.0,44.0
13605,35.0,61.0
13606,35.0,40.0
13607,35.0,53.0
13608,35.0,40.0
13609,35.0,59.0
13610,35.0,37.0
13611,35.0,54.0
13612,35.0,39.0
13613,35.0,50.0
13614,35.0,35.0
13615,35.0,71.0
13616,35.0,90.0
13617,35.0,46.0
13618,35.0,41.0
13619,35.0,85.0
13620,35.0,41.0
13621,35.0,45.0
13622,35.0,45.0
13623,35.0,59.0
13624,35.0,55.0
13625,35.0,51.0
13626,35.0,68.0
13627,35.0,59.0
13628,35.0,46.0
13629,35.0,38.0
13630,35.0,36.0
13631,35.0,39.0
13632,35.0,36.0
13633,35.0,35.0
13634,35.0,49.0
13635,35.0,37.0
13636,35.0,43.0
13637,35.0,35.0
13638,35.0,41.0
13639,35.0,36.0
13640,35.0,44.0
13641,35.0,66.0
13642,35.0,41.0
13643,35.0,35.0
13644,35.0,45.0
13645,35.0,36.0
13646,35.0,35.0
13647,35.0,39.0
13648,35.0,59.0
13649,35.0,43.0
13650,35.0,36.0
13651,35.0,59.0
13652,35.0,99.0
13653,35.0,36.0
13654,35.0,44.0
13655,35.0,62.0
13656,35.0,56.0
13657,35.0,36.0
13658,35.0,50.0
13659,35.0,35.0
13660,35.0,45.0
13661,35.0,38.0
13662,35.0,74.0
13663,35.0,46.0
13664,35.0,39.0
13665,35.0,35.0
13666,35.0,36.0
13667,35.0,45.0
13668,35.0,48.0
13669,35.0,74.0
13670,35.0,37.0
13671,35.0,60.0
13672,35.0,50.0
13673,35.0,37.0
13674,35.0,35.0
13675,35.0,46.0
13676,35.0,59.0
13677,36.0,36.0
13678,36.0,36.0
13679,36.0,72.0
13680,36.0,63.0
13681,36.0,44.0
13682,36.0,41.0
13683,36.0,39.0
13684,36.0,54.0
13685,36.0,75.0
13686,36.0,54.0
13687,36.0,111.0
13688,36.0,36.0
13689,36.0,47.0
13690,36.0,37.0
13691,36.0,36.0
13692,36.0,49.0
13693,36.0,48.0
13694,36.0,53.0
13695,36.0,47.0
13696,36.0,38.0
13697,36.0,50.0
13698,36.0,37.0
13699,36.0,38.0
13700,36.0,40.0
13701,36.0,39.0
13702,36.0,40.0
13703,36.0,52.0
13704,36.0,38.0
13705,36.0,54.0
13706,36.0,42.0
13707,36.0,51.0
13708,36.0,39.0
13709,36.0,41.0
13710,36.0,71.0
13711,36.0,39.0
13712,36.0,55.0
13713,36.0,38.0
13714,36.0,53.0
13715,36.0,40.0
13716,36.0,41.0
13717,36.0,60.0
13718,36.0,60.0
13719,36.0,65.0
13720,36.0,65.0
13721,36.0,37.0
13722,36.0,40.0
13723,36.0,39.0
13724,36.0,60.0
13725,36.0,45.0
13726,36.0,37.0
13727,36.0,48.0
13728,36.0,62.0
13729,36.0,42.0
13730,36.0,59.0
13731,36.0,96.0
13732,36.0,78.0
13733,36.0,49.0
13734,36.0,36.0
13735,36.0,37.0
13736,36.0,62.0
13737,36.0,45.0
13738,36.0,58.0
13739,36.0,36.0
13740,36.0,48.0
13741,36.0,57.0
13742,36.0,46.0
13743,36.0,50.0
13744,36.0,40.0
13745,36.0,50.0
13746,36.0,37.0
13747,36.0,69.0
13748,36.0,36.0
13749,36.0,39.0
13750,36.0,38.0
13751,36.0,71.0
13752,36.0,39.0
13753,36.0,45.0
13754,36.0,47.0
13755,36.0,37.0
13756,36.0,61.0
13757,36.0,36.0
13758,36.0,42.0
13759,36.0,42.0
13760,36.0,50.0
13761,36.0,49.0
13762,36.0,53.0
13763,36.0,53.0
13764,36.0,36.0
13765,36.0,42.0
13766,36.0,42.0
13767,36.0,61.0
13768,36.0,38.0
13769,36.0,37.0
13770,36.0,52.0
13771,36.0,41.0
13772,36.0,79.0
13773,36.0,46.0
13774,36.0,44.0
13775,36.0,38.0
13776,36.0,54.0
13777,36.0,47.0
13778,36.0,54.0
13779,36.0,89.0
13780,36.0,36.0
13781,36.0,60.0
13782,36.0,59.0
13783,36.0,60.0
13784,36.0,66.0
13785,36.0,62.0
13786,36.0,42.0
13787,36.0,48.0
13788,36.0,39.0
13789,36.0,41.0
13790,36.0,44.0
13791,36.0,41.0
13792,36.0,56.0
13793,36.0,55.0
13794,36.0,73.0
13795,36.0,63.0
13796,36.0,74.0
13797,36.0,64.0
13798,36.0,48.0
13799,36.0,52.0
13800,36.0,37.0
13801,36.0,37.0
13802,36.0,38.0
13803,36.0,42.0
13804,36.0,63.0
13805,36.0,70.0
13806,36.0,61.0
13807,36.0,42.0
13808,36.0,38.0
13809,36.0,49.0
13810,36.0,52.0
13811,36.0,60.0
13812,36.0,45.0
13813,36.0,62.0
13814,36.0,38.0
13815,36.0,46.0
13816,36.0,48.0
13817,36.0,52.0
13818,36.0,39.0
13819,36.0,37.0
13820,36.0,57.0
13821,36.0,51.0
13822,36.0,66.0
13823,36.0,38.0
13824,36.0,49.0
13825,36.0,48.0
13826,36.0,44.0
13827,36.0,46.0
13828,36.0,57.0
13829,36.0,48.0
13830,36.0,39.0
13831,36.0,52.0
13832,36.0,58.0
13833,36.0,72.0
13834,36.0,50.0
13835,36.0,49.0
13836,36.0,47.0
13837,36.0,36.0
13838,36.0,42.0
13839,36.0,61.0
13840,36.0,48.0
13841,36.0,75.0
13842,36.0,46.0
13843,36.0,44.0
13844,36.0,48.0
13845,36.0,93.0
13846,36.0,43.0
13847,36.0,41.0
13848,36.0,37.0
13849,36.0,38.0
13850,36.0,77.0
13851,36.0,47.0
13852,36.0,41.0
13853,36.0,41.0
13854,36.0,36.0
13855,36.0,48.0
13856,36.0,95.0
13857,36.0,41.0
13858,36.0,49.0
13859,36.0,46.0
13860,36.0,61.0
13861,36.0,37.0
13862,36.0,57.0
13863,36.0,53.0
13864,36.0,43.0
13865,36.0,36.0
13866,36.0,41.0
13867,36.0,53.0
13868,36.0,61.0
13869,36.0,53.0
13870,36.0,71.0
13871,36.0,49.0
13872,36.0,61.0
13873,36.0,39.0
13874,36.0,44.0
13875,36.0,42.0
13876,36.0,37.0
13877,36.0,42.0
13878,36.0,61.0
13879,36.0,36.0
13880,36.0,60.0
13881,36.0,40.0
13882,36.0,36.0
13883,36.0,93.0
13884,36.0,38.0
13885,36.0,48.0
13886,36.0,39.0
13887,36.0,37.0
13888,36.0,72.0
13889,36.0,64.0
13890,36.0,60.0
13891,36.0,66.0
13892,36.0,75.0
13893,36.0,45.0
13894,36.0,72.0
13895,36.0,43.0
13896,36.0,46.0
13897,36.0,39.0
13898,36.0,36.0
13899,36.0,72.0
13900,36.0,54.0
13901,36.0,63.0
13902,36.0,36.0
13903,36.0,48.0
13904,36.0,110.0
13905,36.0,39.0
13906,36.0,47.0
13907,36.0,36.0
13908,36.0,54.0
13909,36.0,48.0
13910,36.0,52.0
13911,36.0,92.0
13912,36.0,54.0
13913,36.0,43.0
13914,36.0,70.0
13915,36.0,46.0
13916,36.0,38.0
13917,36.0,54.0
13918,36.0,40.0
13919,36.0,36.0
13920,36.0,36.0
13921,36.0,44.0
13922,36.0,56.0
13923,36.0,67.0
13924,36.0,44.0
13925,36.0,43.0
13926,36.0,78.0
13927,36.0,38.0
13928,36.0,56.0
13929,36.0,44.0
13930,36.0,39.0
13931,36.0,41.0
13932,36.0,86.0
13933,36.0,52.0
13934,36.0,38.0
13935,36.0,38.0
13936,36.0,48.0
13937,36.0,38.0
13938,36.0,39.0
13939,36.0,57.0
13940,36.0,37.0
13941,36.0,43.0
13942,36.0,70.0
13943,36.0,39.0
13944,36.0,41.0
13945,36.0,47.0
13946,36.0,53.0
13947,36.0,62.0
13948,36.0,48.0
13949,36.0,70.0
13950,36.0,55.0
13951,36.0,64.0
13952,36.0,46.0
13953,36.0,65.0
13954,36.0,48.0
13955,36.0,40.0
13956,36.0,37.0
13957,36.0,65.0
13958,36.0,39.0
13959,36.0,58.0
13960,36.0,36.0
13961,36.0,63.0
13962,36.0,55.0
13963,36.0,50.0
13964,36.0,39.0
13965,36.0,44.0
13966,36.0,37.0
13967,36.0,72.0
13968,36.0,67.0
13969,36.0,45.0
13970,36.0,38.0
13971,36.0,46.0
13972,36.0,39.0
13973,36.0,50.0
13974,36.0,50.0
13975,36.0,41.0
13976,36.0,63.0
13977,36.0,53.0
13978,36.0,63.0
13979,36.0,52.0
13980,36.0,91.0
13981,36.0,44.0
13982,36.0,42.0
13983,36.0,47.0
13984,36.0,44.0
13985,36.0,41.0
13986,36.0,36.0
13987,36.0,45.0
13988,36.0,51.0
13989,36.0,51.0
13990,36.0,45.0
13991,36.0,51.0
13992,36.0,99.0
13993,36.0,40.0
13994,36.0,37.0
13995,36.0,59.0
13996,36.0,42.0
13997,36.0,55.0
13998,36.0,38.0
13999,36.0,43.0
14000,36.0,37.0
14001,36.0,38.0
14002,36.0,42.0
14003,36.0,77.0
14004,36.0,44.0
14005,36.0,48.0
14006,36.0,38.0
14007,36.0,46.0
14008,36.0,40.0
14009,36.0,70.0
14010,36.0,44.0
14011,36.0,51.0
14012,36.0,57.0
14013,36.0,48.0
14014,36.0,39.0
14015,36.0,63.0
14016,36.0,36.0
14017,36.0,41.0
14018,36.0,69.0
14019,36.0,50.0
14020,36.0,50.0
14021,36.0,51.0
14022,36.0,42.0
14023,36.0,88.0
14024,36.0,39.0
14025,36.0,39.0
14026,36.0,37.0
14027,36.0,61.0
14028,36.0,43.0
14029,36.0,47.0
14030,36.0,40.0
14031,36.0,60.0
14032,36.0,50.0
14033,36.0,62.0
14034,36.0,36.0
14035,36.0,47.0
14036,36.0,72.0
14037,36.0,65.0
14038,36.0,60.0
14039,36.0,37.0
14040,36.0,40.0
14041,36.0,41.0
14042,36.0,41.0
14043,36.0,41.0
14044,36.0,40.0
14045,36.0,53.0
14046,36.0,36.0
14047,36.0,50.0
14048,36.0,48.0
14049,36.0,37.0
14050,36.0,40.0
14051,36.0,72.0
14052,36.0,41.0
14053,36.0,43.0
14054,36.0,41.0
14055,36.0,59.0
14056,36.0,46.0
14057,36.0,43.0
14058,36.0,55.0
14059,36.0,69.0
14060,36.0,38.0
14061,36.0,72.0
14062,36.0,44.0
14063,36.0,40.0
14064,36.0,41.0
14065,36.0,58.0
14066,36.0,38.0
14067,36.0,39.0
14068,36.0,43.0
14069,36.0,48.0
14070,36.0,64.0
14071,36.0,36.0
14072,36.0,39.0
14073,36.0,39.0
14074,36.0,36.0
14075,36.0,79.0
14076,36.0,36.0
14077,36.0,39.0
14078,36.0,39.0
14079,36.0,71.0
14080,36.0,40.0
14081,36.0,69.0
14082,36.0,49.0
14083,36.0,37.0
14084,36.0,70.0
14085,36.0,52.0
14086,36.0,36.0
14087,36.0,36.0
14088,36.0,39.0
14089,36.0,58.0
14090,36.0,49.0
14091,36.0,43.0
14092,36.0,41.0
14093,36.0,43.0
14094,36.0,41.0
14095,36.0,46.0
14096,36.0,115.0
14097,36.0,36.0
14098,36.0,45.0
14099,36.0,54.0
14100,36.0,45.0
14101,36.0,50.0
14102,36.0,53.0
14103,36.0,44.0
14104,36.0,49.0
14105,36.0,37.0
14106,36.0,36.0
14107,36.0,38.0
14108,36.0,42.0
14109,36.0,38.0
14110,36.0,56.0
14111,36.0,61.0
14112,36.0,36.0
14113,36.0,36.0
14114,36.0,36.0
14115,36.0,37.0
14116,36.0,63.0
14117,36.0,45.0
14118,36.0,43.0
14119,36.0,52.0
14120,36.0,47.0
14121,36.0,53.0
14122,36.0,42.0
14123,36.0,48.0
14124,36.0,64.0
14125,36.0,53.0
14126,36.0,41.0
14127,36.0,36.0
14128,36.0,38.0
14129,36.0,45.0
14130,36.0,39.0
14131,36.0,48.0
14132,36.0,154.0
14133,36.0,38.0
14134,36.0,37.0
14135,36.0,74.0
14136,36.0,44.0
14137,36.0,57.0
14138,36.0,37.0
14139,36.0,47.0
14140,36.0,76.0
14141,36.0,55.0
14142,36.0,51.0
14143,36.0,71.0
14144,36.0,40.0
14145,36.0,61.0
14146,36.0,40.0
14147,36.0,64.0
14148,36.0,47.0
14149,36.0,36.0
14150,36.0,80.0
14151,36.0,75.0
14152,36.0,81.0
14153,36.0,41.0
14154,36.0,61.0
14155,36.0,42.0
14156,36.0,38.0
14157,36.0,78.0
14158,36.0,38.0
14159,36.0,41.0
14160,36.0,65.0
14161,36.0,76.0
14162,36.0,69.0
14163,36.0,43.0
14164,36.0,66.0
14165,36.0,57.0
14166,36.0,51.0
14167,36.0,41.0
14168,36.0,46.0
14169,36.0,41.0
14170,36.0,40.0
14171,36.0,49.0
14172,36.0,53.0
14173,36.0,65.0
14174,36.0,44.0
14175,36.0,39.0
14176,36.0,43.0
14177,36.0,41.0
14178,36.0,49.0
14179,36.0,44.0
14180,36.0,78.0
14181,36.0,45.0
14182,36.0,41.0
14183,36.0,39.0
14184,36.0,45.0
14185,36.0,46.0
14186,36.0,57.0
14187,36.0,44.0
14188,36.0,40.0
14189,36.0,44.0
14190,36.0,40.0
14191,36.0,49.0
14192,36.0,49.0
14193,36.0,54.0
14194,36.0,37.0
14195,36.0,40.0
14196,36.0,52.0
14197,36.0,37.0
14198,36.0,56.0
14199,36.0,46.0
14200,36.0,39.0
14201,36.0,43.0
14202,36.0,68.0
14203,36.0,74.0
14204,36.0,50.0
14205,36.0,69.0
14206,36.0,40.0
14207,36.0,90.0
14208,36.0,59.0
14209,36.0,76.0
14210,36.0,44.0
14211,36.0,53.0
14212,36.0,57.0
14213,36.0,57.0
14214,36.0,49.0
14215,36.0,40.0
14216,36.0,40.0
14217,36.0,73.0
14218,36.0,46.0
14219,36.0,68.0
14220,36.0,42.0
14221,36.0,49.0
14222,36.0,39.0
14223,36.0,73.0
14224,36.0,37.0
14225,36.0,39.0
14226,36.0,52.0
14227,36.0,40.0
14228,36.0,66.0
14229,36.0,50.0
14230,36.0,68.0
14231,36.0,52.0
14232,36.0,38.0
14233,36.0,41.0
14234,36.0,61.0
14235,36.0,38.0
14236,36.0,37.0
14237,36.0,54.0
14238,36.0,43.0
14239,36.0,41.0
14240,36.0,39.0
14241,36.0,47.0
14242,36.0,45.0
14243,36.0,45.0
14244,36.0,43.0
14245,36.0,52.0
14246,36.0,48.0
14247,36.0,53.0
14248,36.0,46.0
14249,36.0,65.0
14250,36.0,75.0
14251,36.0,79.0
14252,36.0,39.0
14253,36.0,52.0
14254,36.0,57.0
14255,36.0,65.0
14256,36.0,68.0
14257,36.0,42.0
14258,36.0,71.0
14259,36.0,44.0
14260,36.0,77.0
14261,36.0,42.0
14262,36.0,52.0
14263,36.0,49.0
14264,36.0,39.0
14265,36.0,94.0
14266,36.0,77.0
14267,36.0,39.0
14268,36.0,41.0
14269,36.0,42.0
14270,36.0,55.0
14271,36.0,65.0
14272,36.0,39.0
14273,36.0,42.0
14274,36.0,38.0
14275,36.0,102.0
14276,36.0,43.0
14277,36.0,66.0
14278,36.0,40.0
14279,36.0,59.0
14280,36.0,57.0
14281,36.0,73.0
14282,36.0,42.0
14283,36.0,54.0
14284,36.0,50.0
14285,36.0,36.0
