Time,Pooled reads (25),Skew (25) ,Pooled reads (50),Skew (50) ,Pooled reads (100),Skew (100) ,Incidence (pop),Prevalence (pop),S (pop),I (pop),R (pop),S (25),I (25),R (25),S (50),I (50),R (50),S (100),I (100),R (100),pool Ct (25),pool Ct (50),pool Ct (100),Sim no
20.0,4191.0,5.0,42.0,6.8678,0.0,0.0,0.003775,0.0145,39269,580,151,24,1,0,47,2,1,99,1,0,24.966921193869382,31.60768257722124,Infinity,34
20.0,2.0,5.0,0.0,0.0,1498.0,9.9579,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,97,2,1,36.0,Infinity,26.451178091541248,35
20.0,1.0,5.0,33967.0,7.0711,954.0,8.7747,0.003775,0.0145,39269,580,151,24,0,1,48,0,2,96,1,3,37.0,21.948153816900714,27.102154543994487,36
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,99,1,0,Infinity,Infinity,Infinity,37
20.0,0.0,0.0,13700.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,47,0,3,100,0,0,Infinity,23.258111727264748,Infinity,38
20.0,262.0,4.2386,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,23,0,2,50,0,0,100,0,0,28.96657699846255,Infinity,Infinity,39
20.0,18.0,5.0,0.0,0.0,15.0,9.2529,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,98,2,0,32.83007499855769,Infinity,33.093109404391484,40
20.0,18770.0,5.0,1.0,7.0711,1.0,10.0,0.003775,0.0145,39269,580,151,23,0,2,49,0,1,96,4,0,22.803858970281762,37.0,37.0,41
20.0,126.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,97,1,2,30.022720076500082,Infinity,Infinity,42
20.0,0.0,0.0,0.0,0.0,69469.0,10.0,0.003775,0.0145,39269,580,151,24,1,0,50,0,0,96,2,2,Infinity,Infinity,20.915918290435275,43
20.0,1.0,5.0,21444.0,7.0709,6155.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,48,0,2,96,0,4,37.0,22.611713580237353,24.41245685862818,44
20.0,25.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,99,1,0,32.35614381022528,Infinity,Infinity,45
20.0,0.0,0.0,5555.0,7.0711,3.0,10.0,0.003775,0.0145,39269,580,151,24,1,0,49,0,1,97,1,2,Infinity,24.560428803723546,35.415037499278846,46
20.0,0.0,0.0,0.0,0.0,45321.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,99,1,0,Infinity,Infinity,21.532107926125214,47
20.0,631.0,5.0,5.0,7.0711,31084.0,10.0,0.003775,0.0145,39269,580,151,24,1,0,48,0,2,98,1,1,27.698503805017452,34.67807190511264,22.076115453614666,48
20.0,30.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,1,0,50,0,0,99,0,1,32.093109404391484,Infinity,Infinity,49
20.0,0.0,0.0,4324.0,6.9015,172797.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,47,0,3,97,1,2,Infinity,24.92184919226535,19.601281355068135,50
20.0,0.0,0.0,571.0,5.2691,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,47,1,2,100,0,0,Infinity,27.842653064637155,Infinity,51
20.0,4.0,5.0,2.0,4.8413,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,47,2,1,99,0,1,35.0,36.0,Infinity,52
20.0,0.0,0.0,15.0,5.5963,3.0,7.9838,0.003775,0.0145,39269,580,151,25,0,0,48,0,2,98,2,0,Infinity,33.093109404391484,35.415037499278846,53
20.0,35.0,3.9655,0.0,0.0,166.0,9.1661,0.003775,0.0145,39269,580,151,22,1,2,50,0,0,96,0,4,31.870716983055033,Infinity,29.624960568653073,54
20.0,0.0,0.0,120.0,7.0711,81016.0,7.1498,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,97,1,2,Infinity,30.09310940439148,20.69408076379724,55
20.0,1273.0,5.0,839.0,6.9486,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,47,0,3,100,0,0,26.68598329609864,27.287472999560176,Infinity,56
20.0,0.0,0.0,35131.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,46,1,3,99,0,1,Infinity,21.899542977152215,Infinity,57
20.0,0.0,0.0,0.0,0.0,46.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,99,0,1,Infinity,Infinity,31.476438043942988,58
20.0,0.0,0.0,0.0,0.0,1932.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,48,0,2,99,0,1,Infinity,Infinity,26.084120621164224,59
20.0,137262.0,5.0,0.0,0.0,1127.0,10.0,0.003775,0.0145,39269,580,151,24,1,0,50,0,0,98,0,2,19.933427244575256,Infinity,26.86172819982778,60
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,61
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,99,1,0,Infinity,Infinity,Infinity,62
20.0,0.0,0.0,0.0,0.0,204.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,99,0,1,Infinity,Infinity,29.327574658028503,63
20.0,0.0,0.0,3337.0,7.0711,3.0,7.9838,0.003775,0.0145,39269,580,151,25,0,0,48,1,1,98,2,0,Infinity,25.295664028817683,35.415037499278846,64
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,48,1,1,98,1,1,Infinity,Infinity,Infinity,65
20.0,0.0,0.0,0.0,0.0,1436.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,49,0,1,97,0,3,Infinity,Infinity,26.51215996617695,66
20.0,55.0,5.0,4764.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,23,0,2,48,2,0,100,0,0,31.218640286475342,24.782042302135885,Infinity,67
20.0,4721.0,5.0,0.0,0.0,32221.0,10.0,0.003775,0.0145,39269,580,151,23,0,2,48,0,2,99,1,0,24.79512323239601,Infinity,22.024286350718512,68
20.0,0.0,0.0,0.0,0.0,1328.0,8.7404,0.003775,0.0145,39269,580,151,25,0,0,49,0,1,96,2,2,Infinity,Infinity,26.624960568653073,69
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,70
20.0,9271.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,99,0,1,23.821490754347817,Infinity,Infinity,71
20.0,0.0,0.0,0.0,0.0,421.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,97,2,1,Infinity,Infinity,28.282323576933607,72
20.0,3.0,5.0,0.0,0.0,14.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,97,2,1,35.415037499278846,Infinity,33.192645077942394,73
20.0,0.0,0.0,0.0,0.0,318.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,99,0,1,Infinity,Infinity,28.68711704471564,74
20.0,1154.0,5.0,220.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,100,0,0,26.827572491354516,29.21864028647534,Infinity,75
20.0,1.0,5.0,0.0,0.0,13.0,8.2448,0.003775,0.0145,39269,580,151,23,0,2,50,0,0,98,1,1,37.0,Infinity,33.29956028185891,76
20.0,0.0,0.0,0.0,0.0,2.0,10.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,98,0,2,Infinity,Infinity,36.0,77
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,78
20.0,0.0,0.0,3604.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,47,1,2,98,2,0,Infinity,25.18461670418646,Infinity,79
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,99,1,0,Infinity,Infinity,Infinity,80
20.0,30.0,5.0,2.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,100,0,0,32.093109404391484,36.0,Infinity,81
20.0,1254.0,5.0,0.0,0.0,18.0,10.0,0.003775,0.0145,39269,580,151,24,1,0,50,0,0,99,0,1,26.70767836719796,Infinity,32.83007499855769,82
20.0,186.0,5.0,0.0,0.0,415.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,98,0,2,29.46084118889197,Infinity,28.30303247376571,83
20.0,4.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,1,0,50,0,0,98,0,2,35.0,Infinity,Infinity,84
20.0,0.0,0.0,10.0,7.0711,1427.0,9.9743,0.003775,0.0145,39269,580,151,25,0,0,49,1,0,98,0,2,Infinity,33.67807190511264,26.521230380524237,85
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,86
20.0,151.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,1,0,50,0,0,100,0,0,29.76159526067492,Infinity,Infinity,87
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,49,0,1,99,1,0,Infinity,Infinity,Infinity,88
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,99,1,0,Infinity,Infinity,Infinity,89
20.0,0.0,0.0,0.0,0.0,154.0,9.9967,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,96,1,3,Infinity,Infinity,29.733213459305098,90
20.0,36.0,3.4665,3420.0,7.0711,15.0,10.0,0.003775,0.0145,39269,580,151,23,0,2,49,1,0,98,0,2,31.830074998557688,25.260219390226737,33.093109404391484,91
20.0,0.0,0.0,3.0,7.0711,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,48,1,1,100,0,0,Infinity,35.415037499278846,Infinity,92
20.0,4.0,5.0,0.0,0.0,4.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,49,1,0,98,2,0,35.0,Infinity,35.0,93
20.0,1.0,5.0,61936.0,7.0711,4.0,10.0,0.003775,0.0145,39269,580,151,24,0,1,48,1,1,99,0,1,37.0,21.08150940770769,35.0,94
20.0,0.0,0.0,4.0,7.0711,1346.0,7.9189,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,96,1,3,Infinity,35.0,26.60553730538968,95
20.0,724.0,5.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,24,0,1,50,0,0,99,1,0,27.500154112916796,Infinity,Infinity,96
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,97
20.0,0.0,0.0,947.0,6.9393,145.0,9.9846,0.003775,0.0145,39269,580,151,25,0,0,48,0,2,96,0,4,Infinity,27.112779384531613,29.820090909985066,98
20.0,0.0,0.0,9.0,7.0711,3.0,7.9838,0.003775,0.0145,39269,580,151,24,0,1,49,0,1,96,3,1,Infinity,33.830074998557684,35.415037499278846,99
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003775,0.0145,39269,580,151,25,0,0,49,0,1,100,0,0,Infinity,Infinity,Infinity,100
40.0,22477.0,3.7518,28444.0,4.3295,121772.0,6.6565,0.0473,0.4817,10170,19268,10562,7,15,3,17,21,12,23,55,22,22.543838128216624,22.20416325906635,20.10617708447833,1
40.0,681581.0,4.7385,34540.0,6.8795,75703.0,6.4191,0.0473,0.4817,10170,19268,10562,8,15,2,14,28,8,27,52,21,17.621474406530886,21.924019537583714,20.79193714719643,2
40.0,577510.0,4.4906,76026.0,5.9456,48853.0,4.7546,0.0473,0.4817,10170,19268,10562,5,17,3,18,28,4,25,49,26,17.86051359751847,20.785794732732093,21.423840461486595,3
40.0,34811.0,4.9941,98844.0,6.9158,46476.0,7.929,0.0473,0.4817,10170,19268,10562,5,11,9,15,25,10,32,49,19,21.912744362139634,20.407134225896797,21.495801713250497,4
40.0,141989.0,4.943,461176.0,7.0473,223591.0,9.6425,0.0473,0.4817,10170,19268,10562,8,10,7,17,17,16,30,50,20,19.88458035822866,18.185042089724227,19.229497407671378,5
40.0,56947.0,4.7324,272800.0,5.987,41454.0,7.3393,0.0473,0.4817,10170,19268,10562,9,15,1,13,22,15,26,63,11,21.202667778501773,18.942515881201103,21.66077630276484,6
40.0,129897.0,4.1029,6010.0,4.2206,387138.0,4.9989,0.0473,0.4817,10170,19268,10562,7,7,11,13,18,19,28,46,26,20.01299141375431,24.44685072440145,18.437511601500812,7
40.0,46223.0,4.3354,41364.0,7.0132,66466.0,8.7329,0.0473,0.4817,10170,19268,10562,9,13,3,13,24,13,33,45,22,21.5036767227249,21.663911915911573,20.9796710869823,8
40.0,129717.0,4.9842,185143.0,7.0277,102223.0,9.1248,0.0473,0.4817,10170,19268,10562,7,14,4,17,27,6,22,49,29,20.01499196186783,19.5017195213207,20.358639688850126,9
40.0,38419.0,3.8252,321719.0,6.8282,261373.0,9.9767,0.0473,0.4817,10170,19268,10562,8,11,6,9,28,13,35,40,25,21.770467652561543,18.70455838473468,19.004249408063956,10
40.0,48882.0,4.9482,11547.0,3.933,270838.0,9.9668,0.0473,0.4817,10170,19268,10562,5,10,10,15,33,2,31,51,18,21.422984306426205,23.504769543468004,18.952929354724734,11
40.0,178560.0,4.8334,86103.0,3.4362,72003.0,6.8782,0.0473,0.4817,10170,19268,10562,4,6,15,9,25,16,32,39,29,19.55395059328345,20.606224115584272,20.864230602854533,12
40.0,17097.0,2.9861,106105.0,6.815,103896.0,7.5913,0.0473,0.4817,10170,19268,10562,5,11,9,16,22,12,29,49,22,22.93854442193725,20.30486688339872,20.33521941406649,13
40.0,2254.0,4.9055,378501.0,6.8692,82570.0,9.844,0.0473,0.4817,10170,19268,10562,11,12,2,12,24,14,31,44,25,25.86172819982778,18.470062413745485,20.66666991523257,14
40.0,1218352.0,4.7636,104480.0,5.0556,42301.0,4.7797,0.0473,0.4817,10170,19268,10562,8,10,7,15,25,10,23,42,35,16.783500421169094,20.32713272356621,21.63159585124272,15
40.0,56896.0,4.6269,6276.0,6.5738,241286.0,9.7354,0.0473,0.4817,10170,19268,10562,6,13,6,16,21,13,30,51,19,21.203960391170227,24.3843703630319,19.11961531625288,16
40.0,150656.0,4.781,28190.0,4.4706,26708.0,6.1618,0.0473,0.4817,10170,19268,10562,13,12,0,9,28,13,26,39,35,19.799101394961557,22.21710414254222,22.29501567510702,17
40.0,26170.0,4.9308,120037.0,6.9783,11264.0,4.614,0.0473,0.4817,10170,19268,10562,4,10,11,15,24,11,19,48,33,22.324373696064605,20.126880357322467,23.540568381362704,18
40.0,5453.0,2.7732,2961.0,3.7749,20856.0,8.2622,0.0473,0.4817,10170,19268,10562,8,13,4,10,31,9,28,50,22,24.587165559880727,25.468131224822447,22.65182513246444,19
40.0,39996.0,3.2112,50199.0,6.9044,17226.0,5.554,0.0473,0.4817,10170,19268,10562,8,10,7,9,26,15,21,41,38,21.712431897168592,21.38462899550579,22.92769988407166,20
40.0,388019.0,4.9935,117468.0,5.3208,111700.0,5.1064,0.0473,0.4817,10170,19268,10562,5,8,12,13,25,12,29,44,27,18.43423222744293,20.158091726465823,20.23073033974196,21
40.0,332249.0,4.5974,524113.0,7.071,6219.0,3.4362,0.0473,0.4817,10170,19268,10562,6,14,5,20,20,10,30,49,21,18.658094668265537,18.00048163180787,24.39753309816943,22
40.0,1586.0,4.9458,37470.0,4.2196,98053.0,5.5877,0.0473,0.4817,10170,19268,10562,6,7,12,16,21,13,31,39,30,26.36882294429602,21.806551642783525,20.41872584909573,23
40.0,162585.0,4.9978,812529.0,6.9927,149930.0,7.5927,0.0473,0.4817,10170,19268,10562,10,11,4,13,25,12,30,52,18,19.689165364237883,17.367940220338358,19.80607043967013,24
40.0,150557.0,3.5467,18779.0,6.0213,129224.0,7.3041,0.0473,0.4817,10170,19268,10562,7,15,3,16,20,14,29,46,25,19.800049739250753,22.803167380326414,20.020485487532397,25
40.0,41747.0,4.8174,35319.0,5.7488,66686.0,7.5122,0.0473,0.4817,10170,19268,10562,9,13,3,16,21,13,32,48,20,21.650615093298114,21.891843124447874,20.974903705376086,26
40.0,6478.0,3.6685,36192.0,4.4049,118630.0,9.4306,0.0473,0.4817,10170,19268,10562,6,15,4,17,25,8,23,40,37,24.33866724720481,21.85661678601018,20.143890630534415,27
40.0,24656.0,2.4304,278108.0,4.4403,282150.0,9.0982,0.0473,0.4817,10170,19268,10562,3,7,15,12,29,9,28,43,29,22.410348853485218,18.914714280000037,18.89389717598092,28
40.0,42832.0,4.8724,540393.0,6.7293,50256.0,6.1348,0.0473,0.4817,10170,19268,10562,12,0,13,14,21,15,23,56,21,21.613598576359223,17.956350538780224,21.382991772348035,29
40.0,25900.0,3.3075,48435.0,6.1728,61475.0,4.8094,0.0473,0.4817,10170,19268,10562,6,7,12,14,24,12,24,40,36,22.33933552253872,21.436237678777502,21.092287790629193,30
40.0,10415.0,2.8783,7051.0,4.1096,215701.0,6.946,0.0473,0.4817,10170,19268,10562,7,14,4,12,20,18,22,58,20,23.65362478107199,24.216387834743962,19.281326660647125,31
40.0,4780.0,3.9001,30536.0,6.9735,230685.0,6.7639,0.0473,0.4817,10170,19268,10562,9,16,0,13,20,17,21,52,27,24.77720509713189,22.10177652878444,19.184435327910602,32
40.0,9966.0,4.8766,248361.0,6.6591,122528.0,6.5388,0.0473,0.4817,10170,19268,10562,5,16,4,19,18,13,25,48,27,23.717201141316465,19.077920879879205,20.09724805514984,33
40.0,4717.0,4.5227,67223.0,6.5923,188652.0,9.9433,0.0473,0.4817,10170,19268,10562,9,11,5,9,20,21,22,52,26,24.796346114470403,20.96333269237552,19.474632130558092,34
40.0,53170.0,4.9985,21088.0,7.0584,40407.0,4.545,0.0473,0.4817,10170,19268,10562,8,12,5,14,23,13,22,42,36,21.301675154029795,22.63586534499195,21.697682377213937,35
40.0,28409.0,4.7165,39000.0,5.2934,104741.0,6.8017,0.0473,0.4817,10170,19268,10562,5,12,8,15,23,12,21,51,28,22.20593957105728,21.748813496475663,20.32353324166907,36
40.0,67420.0,4.1664,11238.0,3.8469,180803.0,9.7353,0.0473,0.4817,10170,19268,10562,5,11,9,17,26,7,25,50,25,20.959110993128427,23.543902315035798,19.53594090948478,37
40.0,85013.0,4.8548,88295.0,6.9493,410585.0,9.2584,0.0473,0.4817,10170,19268,10562,6,13,6,10,29,11,25,57,18,20.624604148594692,20.569955877700753,18.352678603476893,38
40.0,46391.0,3.2742,14280.0,6.3312,403801.0,9.2877,0.0473,0.4817,10170,19268,10562,4,9,12,21,22,7,24,55,21,21.498442675330026,23.198291641083536,18.376715042102184,39
40.0,221348.0,3.4455,45397.0,5.5346,59731.0,6.2092,0.0473,0.4817,10170,19268,10562,9,10,6,16,26,8,20,52,28,19.24404318760569,21.52969065835567,21.133807745264576,40
40.0,10437.0,4.964,25771.0,5.2463,50237.0,8.3511,0.0473,0.4817,10170,19268,10562,9,7,9,8,23,19,27,45,28,23.650580535658953,22.346539100829663,21.383537306984348,41
40.0,172395.0,4.7752,27438.0,5.1814,78067.0,6.8514,0.0473,0.4817,10170,19268,10562,8,11,6,14,29,7,32,47,21,19.604641593246445,22.25611229547188,20.747574790359987,42
40.0,208626.0,3.5472,43455.0,6.4202,148513.0,9.1928,0.0473,0.4817,10170,19268,10562,8,16,1,16,25,9,25,46,29,19.329440560737048,21.59276543512108,19.81977030352939,43
40.0,53959.0,4.9954,183037.0,7.0504,108671.0,8.8451,0.0473,0.4817,10170,19268,10562,6,13,6,13,27,10,25,58,17,21.280424008791673,19.51822421409797,20.270392532191206,44
40.0,6448.0,4.8654,25460.0,4.7266,140361.0,9.6017,0.0473,0.4817,10170,19268,10562,7,15,3,13,25,12,28,52,20,24.345363971472032,22.36405520121128,19.901217394213024,45
40.0,275124.0,4.3961,1211163.0,7.0666,18788.0,6.032,0.0473,0.4817,10170,19268,10562,5,13,7,13,22,15,32,46,22,18.930277529236132,16.792038392673373,22.802476121742213,46
40.0,3656.0,2.7736,85081.0,6.8,7807.0,5.06,0.0473,0.4817,10170,19268,10562,9,11,5,12,23,15,21,49,30,25.16394964494193,20.62345063032824,24.06944744566386,47
40.0,11471.0,3.9849,34954.0,4.4092,108547.0,9.9451,0.0473,0.4817,10170,19268,10562,3,13,9,15,24,11,33,59,8,23.514296454715414,21.906830058985513,20.272039671972465,48
40.0,61473.0,4.8862,197343.0,4.991,62333.0,6.9934,0.0473,0.4817,10170,19268,10562,4,11,10,8,21,21,28,52,20,21.092334727384277,19.409654179599936,21.072291471138804,49
40.0,65301.0,4.9446,14266.0,4.3618,108195.0,7.2321,0.0473,0.4817,10170,19268,10562,4,14,7,17,23,10,29,43,28,21.005182535508947,23.19970674177658,20.276725695916753,50
40.0,15653.0,4.9272,19056.0,5.7218,269930.0,9.1953,0.0473,0.4817,10170,19268,10562,5,10,10,14,22,14,28,56,16,23.06584843483622,22.782042302135885,18.957774198828737,51
40.0,89396.0,2.6712,84486.0,5.8716,83642.0,6.4874,0.0473,0.4817,10170,19268,10562,5,14,6,16,28,6,17,51,32,20.55207734059976,20.633575325256224,20.64806006120617,52
40.0,846053.0,5.0,103145.0,7.0225,71311.0,8.0323,0.0473,0.4817,10170,19268,10562,8,10,7,13,23,14,26,43,31,17.30961148344473,20.345685637931034,20.878162985276344,53
40.0,12597.0,4.6008,8966.0,4.8659,6072.0,4.3261,0.0473,0.4817,10170,19268,10562,7,13,5,15,26,9,28,46,26,23.379207426443827,23.86975121594931,24.432043924584534,54
