Time,Pooled reads (25),Skew (25) ,Pooled reads (50),Skew (50) ,Pooled reads (100),Skew (100) ,Incidence (pop),Prevalence (pop),S (pop),I (pop),R (pop),S (25),I (25),R (25),S (50),I (50),R (50),S (100),I (100),R (100),pool Ct (25),pool Ct (50),pool Ct (100),Sim no
20.0,26476.0,5.0,240.0,7.0547,258.0,10.0,0.00394,0.01434,49122,717,161,23,1,1,47,1,2,99,0,1,30.61917281573121,33.566081045314505,33.52076820969675,11
20.0,11.0,5.0,15059.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,24,1,0,46,3,1,98,2,0,35.497587937504186,30.972714236654234,Infinity,12
20.0,121981.0,5.0,1685.0,7.0711,58028.0,10.0,0.00394,0.01434,49122,717,161,24,1,0,47,0,3,96,3,1,29.66203148186691,32.34500031782454,30.127523654458752,13
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,14
20.0,0.0,0.0,0.0,0.0,18.0,7.0961,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,97,1,2,Infinity,Infinity,35.18902458192319,15
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,2,0,Infinity,Infinity,Infinity,16
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,17
20.0,3412.0,5.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,24,1,0,49,0,1,100,0,0,31.902945403829797,Infinity,Infinity,18
20.0,0.0,0.0,2.0,7.0711,1.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,36.56570551809675,37.0,19
20.0,0.0,0.0,2.0,7.0711,3.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,36.56570551809675,36.31165953191322,20
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,Infinity,Infinity,21
20.0,0.0,0.0,0.0,0.0,25.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,99,0,1,Infinity,Infinity,34.983198882028574,22
20.0,0.0,0.0,0.0,0.0,3135.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,98,2,0,Infinity,Infinity,31.95599543181815,23
20.0,25.0,4.9862,1145.0,7.0711,127.0,10.0,0.00394,0.01434,49122,717,161,23,0,2,48,1,1,99,1,0,34.983198882028574,32.587076493328716,33.964852804773095,24
20.0,0.0,0.0,17.0,7.0711,45.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,98,1,1,Infinity,35.22483744306039,34.61491850484074,25
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,99,1,0,Infinity,Infinity,Infinity,26
20.0,0.0,0.0,75.0,4.8544,41903.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,98,2,0,Infinity,34.294858413941796,30.331509892041293,27
20.0,0.0,0.0,0.0,0.0,443.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,0,2,Infinity,Infinity,33.1820464679879,28
20.0,0.0,0.0,0.0,0.0,11.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,2,0,Infinity,Infinity,35.497587937504186,29
20.0,0.0,0.0,6064.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,31.54263207192422,Infinity,30
20.0,25.0,5.0,47606.0,7.071,9.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,46,1,3,99,0,1,34.983198882028574,30.251560673602167,35.62331906382644,31
20.0,0.0,0.0,97.0,7.0711,316.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,99,0,1,Infinity,34.13369427159572,33.39371384213223,32
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,24,0,1,50,0,0,99,1,0,Infinity,Infinity,Infinity,33
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,97,3,0,Infinity,Infinity,Infinity,34
20.0,0.0,0.0,0.0,0.0,14.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,2,0,Infinity,Infinity,35.346486766703194,35
20.0,0.0,0.0,50.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,98,0,2,Infinity,34.54890440012532,Infinity,36
20.0,0.0,0.0,96.0,6.7925,376.0,9.485,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,96,2,2,Infinity,34.140187122396966,33.28478926676533,37
20.0,0.0,0.0,1264.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,48,1,1,100,0,0,Infinity,32.52512487832573,Infinity,38
20.0,0.0,0.0,106593.0,6.6902,428.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,47,1,2,99,1,0,Infinity,29.746520758703454,33.20362912406653,39
20.0,215.0,5.0,0.0,0.0,502.0,9.8926,0.00394,0.01434,49122,717,161,24,0,1,50,0,0,98,1,1,33.635002600701064,Infinity,33.10370814036449,40
20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,98,1,1,Infinity,Infinity,35.557304959111036,41
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,100,0,0,Infinity,Infinity,Infinity,42
20.0,0.0,0.0,0.0,0.0,45.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,0,2,Infinity,Infinity,34.61491850484074,43
20.0,0.0,0.0,604.0,7.0711,5675.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,99,0,1,Infinity,32.987811800122266,31.584172061649888,44
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,97,0,3,Infinity,Infinity,Infinity,45
20.0,0.0,0.0,0.0,0.0,3553.0,7.9144,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,1,1,Infinity,Infinity,31.877573901951028,46
20.0,0.0,0.0,0.0,0.0,42.0,10.0,0.00394,0.01434,49122,717,161,24,1,0,50,0,0,99,0,1,Infinity,Infinity,34.65814629861642,47
20.0,0.0,0.0,0.0,0.0,66.0,9.9964,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,98,1,1,Infinity,Infinity,34.374952987514156,48
20.0,1038.0,5.0,0.0,0.0,4072.0,7.158,0.00394,0.01434,49122,717,161,24,0,1,49,0,1,97,0,3,32.64854703574519,Infinity,31.792148232627028,49
20.0,4.0,5.0,0.0,0.0,161.0,9.4429,0.00394,0.01434,49122,717,161,23,0,2,50,0,0,97,1,2,36.1314110361935,Infinity,33.81622325254341,50
20.0,0.0,0.0,155.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,24,0,1,49,0,1,99,0,1,Infinity,33.84001932114782,Infinity,51
20.0,0.0,0.0,3.0,7.0711,1170.0,9.9773,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,96,1,3,Infinity,36.31165953191322,32.57354347273318,52
20.0,413.0,3.5166,8252.0,7.0579,0.0,0.0,0.00394,0.01434,49122,717,161,23,0,2,47,0,3,100,0,0,33.22598183326208,31.349599436966333,Infinity,53
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,99,1,0,Infinity,Infinity,Infinity,54
20.0,0.0,0.0,0.0,0.0,14.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,99,0,1,Infinity,Infinity,35.346486766703194,55
20.0,0.0,0.0,325.0,5.7421,1.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,47,1,2,98,1,1,Infinity,33.37611833182427,37.0,56
20.0,0.0,0.0,595.0,7.0136,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,47,1,2,100,0,0,Infinity,32.99721813268113,Infinity,57
20.0,2670.0,5.0,246.0,7.0711,1127.0,9.7663,0.00394,0.01434,49122,717,161,24,0,1,48,0,2,97,1,2,32.05658919567914,33.550609777894635,32.597004501149854,58
20.0,0.0,0.0,13.0,7.0711,2123.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,98,1,1,Infinity,35.3929194497957,32.200225742131146,59
20.0,34.0,5.0,66.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,23,1,1,49,1,0,100,0,0,34.790542961157136,34.374952987514156,Infinity,60
20.0,0.0,0.0,2.0,7.0711,31.0,9.7038,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,98,0,2,Infinity,36.56570551809675,34.848419880133534,61
20.0,2287.0,5.0,11646.0,7.0711,1687.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,47,3,0,99,1,0,32.15360336329576,31.1337469157889,32.344257073970695,62
20.0,0.0,0.0,0.0,0.0,68.0,9.9027,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,97,0,3,Infinity,Infinity,34.356248479253885,63
20.0,0.0,0.0,0.0,0.0,38.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,99,0,1,Infinity,Infinity,34.7208540394832,64
20.0,0.0,0.0,0.0,0.0,152.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,97,3,0,Infinity,Infinity,33.85226507567669,65
20.0,11.0,5.0,228.0,7.0382,10.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,48,1,1,98,2,0,35.497587937504186,33.59821908949317,35.557304959111036,66
20.0,0.0,0.0,0.0,0.0,2483.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,98,2,0,Infinity,Infinity,32.102083922765146,67
20.0,0.0,0.0,0.0,0.0,201.0,9.9596,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,96,1,3,Infinity,Infinity,33.67719046976445,68
20.0,228.0,4.9994,422.0,4.8504,41.0,10.0,0.00394,0.01434,49122,717,161,23,0,2,47,0,3,96,3,1,33.59821908949317,33.212474746213545,34.67324472788466,69
20.0,0.0,0.0,277.0,7.0711,27.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,99,0,1,Infinity,33.4762465496991,34.93497859573967,70
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,24,0,1,50,0,0,97,3,0,Infinity,Infinity,Infinity,71
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,98,2,0,Infinity,Infinity,Infinity,72
20.0,212.0,5.0,111.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,24,0,1,48,1,1,99,0,1,33.643806789995935,34.049222681488246,Infinity,73
20.0,0.0,0.0,3.0,7.0711,57.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,98,0,2,Infinity,36.31165953191322,34.46680805329967,74
20.0,3863.0,5.0,0.0,0.0,132.0,9.6913,0.00394,0.01434,49122,717,161,23,0,2,49,1,0,97,1,2,31.825161511517376,Infinity,33.940658505610905,75
20.0,11.0,5.0,0.0,0.0,2847.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,49,0,1,99,0,1,35.497587937504186,Infinity,32.0163723318381,76
20.0,346.0,5.0,248.0,7.0711,33.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,47,0,3,98,1,1,33.33688750383197,33.545536434423774,34.80924746941741,77
20.0,0.0,0.0,1263.0,7.0711,29.0,9.8142,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,98,0,2,Infinity,32.525620766357406,34.89020566062523,78
20.0,0.0,0.0,22.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,100,0,0,Infinity,35.063293455600935,Infinity,79
20.0,0.0,0.0,0.0,0.0,24.0,9.9719,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,96,1,3,Infinity,Infinity,35.00877608620347,80
20.0,0.0,0.0,134041.0,7.0711,1819.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,29.602959655630954,32.29705553093343,81
20.0,0.0,0.0,9.0,7.0711,60.0,8.6589,0.00394,0.01434,49122,717,161,25,0,0,48,1,1,97,0,3,Infinity,35.62331906382644,34.43467000912101,82
20.0,0.0,0.0,0.0,0.0,6882.0,9.6891,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,97,1,2,Infinity,Infinity,31.463348079718525,83
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,97,1,2,Infinity,Infinity,Infinity,84
20.0,0.0,0.0,0.0,0.0,29.0,9.981,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,98,0,2,Infinity,Infinity,34.89020566062523,85
20.0,0.0,0.0,0.0,0.0,30.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,Infinity,34.86896449102426,86
20.0,0.0,0.0,174.0,7.0711,1.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,99,0,1,Infinity,33.7675707106352,37.0,87
20.0,0.0,0.0,4523.0,6.8367,167.0,8.9711,0.00394,0.01434,49122,717,161,25,0,0,47,0,3,96,1,3,Infinity,31.726334189525296,33.793297969773164,88
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,100,0,0,Infinity,Infinity,Infinity,89
20.0,0.0,0.0,3.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,99,0,1,Infinity,36.31165953191322,Infinity,90
20.0,0.0,0.0,11.0,7.0711,5.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,1,0,98,2,0,Infinity,35.497587937504186,35.99159944101429,91
20.0,0.0,0.0,13.0,7.0711,48471.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,96,0,4,Infinity,35.3929194497957,30.240278383715033,92
20.0,0.0,0.0,76.0,7.0711,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,48,0,2,100,0,0,Infinity,34.28655955757995,Infinity,93
20.0,2170.0,5.0,57097.0,7.0711,14755.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,49,0,1,99,0,1,32.186506087851015,30.13765759498524,30.9854920704313,94
20.0,0.0,0.0,0.0,0.0,245.0,10.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,99,0,1,Infinity,Infinity,33.553161938227184,95
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,50,0,0,99,0,1,Infinity,Infinity,Infinity,96
20.0,12.0,5.0,521.0,7.0711,4632.0,8.8824,0.00394,0.01434,49122,717,161,24,0,1,49,0,1,97,0,3,35.44307056810672,33.080431689695715,31.71141389083043,97
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,100,0,0,Infinity,Infinity,Infinity,98
20.0,21443.0,5.0,0.0,0.0,1.0,10.0,0.00394,0.01434,49122,717,161,24,0,1,50,0,0,98,0,2,30.751275822707573,Infinity,37.0,99
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.01434,49122,717,161,25,0,0,49,0,1,100,0,0,Infinity,Infinity,Infinity,100
40.0,8515.0,4.3781,29168.0,3.5826,18603.0,4.418,0.04752,0.4774,13541,23870,12589,4,8,13,11,22,17,32,52,16,31.329942092350866,30.558501316121614,30.840293799337804,1
40.0,48021.0,4.1849,720300.0,7.0189,27745.0,7.3236,0.04752,0.4774,13541,23870,12589,4,9,12,7,29,14,25,47,28,30.24612242398736,28.54939444456109,30.589839425501456,2
40.0,24700.0,2.9461,51757.0,4.451,186137.0,9.8687,0.04752,0.4774,13541,23870,12589,4,10,11,9,22,19,30,47,23,30.662677889404222,30.199180163301776,29.397238482912066,3
40.0,3071.0,4.0437,978144.0,7.0693,16688.0,6.7862,0.04752,0.4774,13541,23870,12589,8,15,2,11,25,14,32,41,27,31.96891870262541,28.357675594321826,30.90835826862706,4
40.0,211646.0,4.9951,19109.0,4.3115,65674.0,5.3963,0.04752,0.4774,13541,23870,12589,6,14,5,13,25,12,32,58,10,29.316768769593523,30.823479225625178,30.04997033280326,5
40.0,97245.0,4.7008,293420.0,5.1303,69650.0,8.5809,0.04752,0.4774,13541,23870,12589,4,14,7,8,26,16,23,49,28,29.80402860958154,29.112079705293382,30.013141715663153,6
40.0,165607.0,4.9877,157787.0,7.0391,23427.0,8.9042,0.04752,0.4774,13541,23870,12589,9,10,6,11,26,13,20,45,35,29.470461056044,29.500768430131927,30.695831419210894,7
40.0,140377.0,4.5003,110645.0,3.9466,120459.0,4.9138,0.04752,0.4774,13541,23870,12589,4,14,7,8,22,20,31,51,18,29.574021649052714,29.723144615475373,29.66989840539382,8
40.0,60517.0,4.5376,81320.0,6.3517,64401.0,8.2144,0.04752,0.4774,13541,23870,12589,7,11,7,12,26,12,31,47,22,30.101209202340282,29.916082604564018,30.062234477927444,9
40.0,67346.0,4.0447,127603.0,6.2592,113564.0,6.5552,0.04752,0.4774,13541,23870,12589,7,15,3,13,25,12,23,42,35,30.034218501610503,29.63379982181309,29.70682933897779,10
40.0,10184.0,2.6564,123031.0,5.3829,191141.0,9.5249,0.04752,0.4774,13541,23870,12589,6,8,11,9,20,21,26,57,17,31.21779601352792,29.656661244918567,29.38061698595092,11
40.0,1101.0,4.3221,2258032.0,7.069,45808.0,5.5945,0.04752,0.4774,13541,23870,12589,7,12,6,10,23,17,31,43,26,32.61162851948052,27.833505104699867,30.27568305635713,12
40.0,18981.0,3.6939,8177.0,5.2408,49474.0,8.7745,0.04752,0.4774,13541,23870,12589,7,12,6,12,26,12,22,48,30,30.82769026670114,31.355320042431114,30.227445546358275,13
40.0,913208.0,4.8735,215664.0,4.8795,123558.0,7.8511,0.04752,0.4774,13541,23870,12589,5,19,1,11,24,15,25,50,25,28.400715642266512,29.304985426529722,29.653983147178977,14
40.0,24388.0,3.0642,19997.0,5.0325,26188.0,6.8139,0.04752,0.4774,13541,23870,12589,3,10,12,13,25,12,21,54,25,30.67064267244687,30.795019344764636,30.62602567512302,15
40.0,32969.0,3.4756,2638.0,6.5895,108787.0,8.2955,0.04752,0.4774,13541,23870,12589,7,17,1,17,23,10,22,55,23,30.481751204874328,32.06414382520241,29.73375533838404,16
40.0,1233165.0,5.0,100820.0,4.9304,72563.0,7.2192,0.04752,0.4774,13541,23870,12589,4,11,10,12,19,19,28,48,24,28.212513935275076,29.781407999005182,29.987470243043802,17
40.0,45559.0,3.6501,140893.0,5.5679,221614.0,6.1041,0.04752,0.4774,13541,23870,12589,9,13,3,15,26,9,29,47,24,30.27909812866065,29.571722772654354,29.287933439693997,18
40.0,170942.0,3.1455,37058.0,5.3864,26796.0,7.8604,0.04752,0.4774,13541,23870,12589,6,10,9,11,23,16,39,52,9,29.450595014154626,30.40849662940459,30.61164541484258,19
40.0,20530.0,2.8371,14169.0,6.3881,50942.0,5.5992,0.04752,0.4774,13541,23870,12589,8,17,0,12,25,13,28,41,31,30.77853784835868,31.01088352268448,30.20912480996206,20
40.0,1589.0,2.0352,13700.0,4.3552,205334.0,6.0873,0.04752,0.4774,13541,23870,12589,6,14,5,10,20,20,22,52,26,32.381754428227765,31.031973752220072,29.335739051556228,21
40.0,3052.0,4.6185,26660.0,3.1279,92728.0,6.9384,0.04752,0.4774,13541,23870,12589,3,10,12,12,26,12,28,47,25,31.97280718004524,30.614833517028092,29.833829477876687,22
40.0,15664.0,4.5746,12050.0,3.8729,14573.0,7.8001,0.04752,0.4774,13541,23870,12589,4,13,8,12,20,18,34,51,15,30.94803471454606,31.112380225489566,30.993268555837783,23
40.0,459696.0,4.0948,95658.0,4.2673,305274.0,8.2601,0.04752,0.4774,13541,23870,12589,13,0,12,18,20,12,35,37,28,28.83078156615847,29.814338085516628,29.087265199798644,24
40.0,278346.0,4.9136,203784.0,6.5607,227620.0,5.2435,0.04752,0.4774,13541,23870,12589,11,13,1,13,20,17,23,48,29,29.145124242998868,29.340486650607843,29.271179095501182,25
40.0,76727.0,4.9821,344384.0,6.2901,26269.0,3.5892,0.04752,0.4774,13541,23870,12589,7,9,9,11,20,19,32,48,20,29.95250943123261,29.01173557171885,30.624090720609537,26
40.0,5205.0,4.1827,116492.0,6.7146,49011.0,7.5975,0.04752,0.4774,13541,23870,12589,9,15,1,12,25,13,28,41,31,31.63833823742265,29.690879738631722,30.233336735240673,27
40.0,81641.0,3.5596,22183.0,3.8997,318871.0,8.4502,0.04752,0.4774,13541,23870,12589,3,11,11,16,26,8,26,53,21,29.91361423172478,30.73001809558872,29.059961898273716,28
40.0,44954.0,3.9122,139332.0,6.4381,19871.0,6.8359,0.04752,0.4774,13541,23870,12589,5,13,7,16,32,2,29,40,31,30.287474187681042,29.578703318172757,30.798979720467365,29
40.0,13914.0,3.9223,17389.0,4.8056,11546.0,5.9908,0.04752,0.4774,13541,23870,12589,8,12,5,17,29,4,20,53,27,31.02226234885003,30.882576851782808,31.13915014430145,30
40.0,91688.0,4.6997,7211.0,4.841,97966.0,6.0785,0.04752,0.4774,13541,23870,12589,4,13,8,19,24,7,18,55,27,29.840896365598823,31.434089030782296,29.79940030640897,31
40.0,705230.0,4.9437,25210.0,5.9382,191726.0,6.6547,0.04752,0.4774,13541,23870,12589,8,12,5,11,18,21,24,44,32,28.562642188222036,30.64987268343107,29.378702301922228,32
40.0,296531.0,4.9999,50592.0,5.1649,36626.0,8.3385,0.04752,0.4774,13541,23870,12589,9,13,3,17,27,6,29,52,19,29.105471600203014,30.213444445590884,30.415843533572,33
40.0,19504.0,4.9679,95747.0,4.2679,44607.0,4.5373,0.04752,0.4774,13541,23870,12589,6,14,5,13,28,9,26,58,16,30.81065983012639,29.81375541156242,30.292329325470625,34
40.0,2004926.0,4.9996,87107.0,7.0709,351648.0,7.8163,0.04752,0.4774,13541,23870,12589,10,15,0,16,22,12,24,48,28,27.907993966381568,29.873009953340457,28.99865727330262,35
40.0,95964.0,4.4064,97080.0,4.0742,76550.0,7.2087,0.04752,0.4774,13541,23870,12589,7,14,4,16,22,12,27,46,27,29.81233700173145,29.80509261592734,29.953956487150563,36
40.0,12137.0,3.1597,51651.0,5.8165,103670.0,5.721,0.04752,0.4774,13541,23870,12589,5,13,7,14,30,6,29,54,17,31.107872806116866,30.200464682870216,29.763942147923522,37
40.0,41814.0,3.8104,128005.0,4.2949,132936.0,8.4716,0.04752,0.4774,13541,23870,12589,7,0,18,12,25,13,32,52,16,30.33284207955618,29.631829029703383,29.608146219798144,38
40.0,46960.0,4.842,14336.0,6.8613,146952.0,8.7663,0.04752,0.4774,13541,23870,12589,8,8,9,15,21,14,26,40,34,30.260121054715114,31.00354194767068,29.54534152909179,39
40.0,5232.0,3.0936,395531.0,6.0793,481295.0,8.0187,0.04752,0.4774,13541,23870,12589,11,10,4,12,23,15,27,36,37,31.63509649954551,28.924975410331697,28.802013325103935,40
40.0,1719499.0,4.7746,21216.0,4.5635,231362.0,8.5565,0.04752,0.4774,13541,23870,12589,9,12,4,15,25,10,24,41,35,28.004216561119676,30.757944015253052,29.260962490622354,41
40.0,72378.0,3.3608,8128.0,3.7918,127877.0,6.0839,0.04752,0.4774,13541,23870,12589,4,14,7,16,34,0,28,47,25,29.989069688950504,31.35908591335358,29.63245587318664,42
40.0,14082.0,4.4561,154628.0,4.9642,46415.0,5.449,0.04752,0.4774,13541,23870,12589,8,14,3,15,25,10,28,39,33,31.01474253039474,29.51343973663903,30.267435134022385,43
40.0,19122.0,3.0962,498633.0,6.1621,59030.0,6.2802,0.04752,0.4774,13541,23870,12589,8,13,4,15,19,16,33,52,15,30.823053120697075,28.779839582507538,30.11679695592648,44
40.0,991832.0,4.9994,591377.0,6.8385,545598.0,9.8869,0.04752,0.4774,13541,23870,12589,6,10,9,13,24,13,22,42,36,28.348968466972018,28.672959810421254,28.723442105005006,45
40.0,43288.0,4.8364,189668.0,6.9302,80270.0,6.4986,0.04752,0.4774,13541,23870,12589,6,10,9,14,20,16,28,47,25,30.311135569823527,29.385464137013827,29.924225329727626,46
40.0,29969.0,4.9519,77065.0,7.0568,98847.0,7.4261,0.04752,0.4774,13541,23870,12589,8,11,6,10,26,14,29,41,30,30.541527142743643,29.94975537692036,29.79379093916903,47
40.0,10070.0,3.0239,30022.0,3.1906,133248.0,9.4151,0.04752,0.4774,13541,23870,12589,8,14,3,20,25,5,30,47,23,31.224849234299924,30.540420063452018,29.6066774230856,48
40.0,187678.0,4.5287,24334.0,5.7407,19043.0,5.3258,0.04752,0.4774,13541,23870,12589,6,7,12,15,29,6,20,39,41,29.392072687282365,30.672031529907628,30.825647009119763,49
40.0,418350.0,4.9989,15998.0,3.9134,284029.0,8.51,0.04752,0.4774,13541,23870,12589,9,13,3,18,25,7,21,47,32,28.88983244686867,30.934815273927384,29.13246069853541,50
40.0,12152.0,4.5376,28861.0,6.7914,186956.0,9.8175,0.04752,0.4774,13541,23870,12589,6,10,9,19,25,6,31,54,15,31.10709893163667,30.56513089873288,29.39448769983161,51
40.0,70992.0,4.9696,6726.0,6.2148,69866.0,5.335,0.04752,0.4774,13541,23870,12589,6,12,7,14,29,7,31,48,21,30.001184239899054,31.477714156052052,30.011201638838674,52
40.0,186988.0,4.4362,33144.0,4.7385,95912.0,7.7491,0.04752,0.4774,13541,23870,12589,6,11,8,9,18,23,28,53,19,29.39438046589338,30.478434238687207,29.81267660475168,53
